SigPro.all-CH476A	SigPro.all-CH476B	SigPro.all-CH476C	SigPro.all-CH476D	SigPro.all-CH476E	SigPro.all-CH476F	SigPro.all-CH476G	SigPro.all-CH476H	SigPro.all-CH476I	SigPro.all-CH476J	SigPro.all-CH476K	SigPro.all-CH476L	SigPro.all-CH476M	SigPro.all-CH476N	SigPro.all-CH476O	SigPro.ID476.Biliary-CH476A	SigPro.ID476.Biliary-CH476B	SigPro.ID476.Biliary-CH476C	SigPro.ID476.Biliary-CH476D	SigPro.ID476.Biliary-CH476E	SigPro.ID476.Biliary-CH476F	SigPro.ID476.Bladder-CH476A	SigPro.ID476.Bladder-CH476B	SigPro.ID476.Bladder-CH476C	SigPro.ID476.Bladder-CH476D	SigPro.ID476.Bone.SoftTissue-CH476A	SigPro.ID476.Bone.SoftTissue-CH476B	SigPro.ID476.Bone.SoftTissue-CH476C	SigPro.ID476.Bone.SoftTissue-CH476D	SigPro.ID476.Bone.SoftTissue-CH476E	SigPro.ID476.Bone.SoftTissue-CH476F	SigPro.ID476.Bone.SoftTissue-CH476G	SigPro.ID476.Bone.SoftTissue-CH476H	SigPro.ID476.Bone.SoftTissue-CH476I	SigPro.ID476.Breast-CH476A	SigPro.ID476.Breast-CH476B	SigPro.ID476.Breast-CH476C	SigPro.ID476.Breast-CH476D	SigPro.ID476.Breast-CH476E	SigPro.ID476.Breast-CH476F	SigPro.ID476.Breast-CH476G	SigPro.ID476.Breast-CH476H	SigPro.ID476.Breast-CH476I	SigPro.ID476.Breast-CH476J	SigPro.ID476.Breast-CH476K	SigPro.ID476.CNS-CH476A	SigPro.ID476.CNS-CH476B	SigPro.ID476.CNS-CH476C	SigPro.ID476.CNS-CH476D	SigPro.ID476.CNS-CH476E	SigPro.ID476.CNS-CH476F	SigPro.ID476.CNS-CH476G	SigPro.ID476.CNS-CH476H	SigPro.ID476.Colon-CH476A	SigPro.ID476.Colon-CH476B	SigPro.ID476.Colon-CH476C	SigPro.ID476.Colon-CH476D	SigPro.ID476.Colon-CH476E	SigPro.ID476.Colon-CH476F	SigPro.ID476.Colon-CH476G	SigPro.ID476.Colon-CH476H	SigPro.ID476.Colon-CH476I	SigPro.ID476.Colon-CH476J	SigPro.ID476.Esophagus-CH476A	SigPro.ID476.Esophagus-CH476B	SigPro.ID476.Esophagus-CH476C	SigPro.ID476.Esophagus-CH476D	SigPro.ID476.Esophagus-CH476E	SigPro.ID476.Esophagus-CH476F	SigPro.ID476.Esophagus-CH476G	SigPro.ID476.Esophagus-CH476H	SigPro.ID476.Esophagus-CH476I	SigPro.ID476.Esophagus-CH476J	SigPro.ID476.Esophagus-CH476K	SigPro.ID476.Head-CH476A	SigPro.ID476.Head-CH476B	SigPro.ID476.Head-CH476C	SigPro.ID476.Head-CH476D	SigPro.ID476.Head-CH476E	SigPro.ID476.Head-CH476F	SigPro.ID476.Kidney-CH476A	SigPro.ID476.Kidney-CH476B	SigPro.ID476.Kidney-CH476C	SigPro.ID476.Kidney-CH476D	SigPro.ID476.Kidney-CH476E	SigPro.ID476.Liver-CH476A	SigPro.ID476.Liver-CH476B	SigPro.ID476.Liver-CH476C	SigPro.ID476.Liver-CH476D	SigPro.ID476.Liver-CH476E	SigPro.ID476.Liver-CH476F	SigPro.ID476.Lung-CH476A	SigPro.ID476.Lung-CH476B	SigPro.ID476.Lung-CH476C	SigPro.ID476.Lung-CH476D	SigPro.ID476.Lung-CH476E	SigPro.ID476.Lung-CH476F	SigPro.ID476.Lymphoid-CH476A	SigPro.ID476.Lymphoid-CH476B	SigPro.ID476.Lymphoid-CH476C	SigPro.ID476.Lymphoid-CH476D	SigPro.ID476.Myeloid-CH476A	SigPro.ID476.Myeloid-CH476B	SigPro.ID476.Myeloid-CH476C	SigPro.ID476.Other-CH476A	SigPro.ID476.Other-CH476B	SigPro.ID476.Other-CH476C	SigPro.ID476.Other-CH476D	SigPro.ID476.Other-CH476E	SigPro.ID476.Other-CH476F	SigPro.ID476.Other-CH476G	SigPro.ID476.Other-CH476H	SigPro.ID476.Other-CH476I	SigPro.ID476.Ovary-CH476A	SigPro.ID476.Ovary-CH476B	SigPro.ID476.Ovary-CH476C	SigPro.ID476.Ovary-CH476D	SigPro.ID476.Ovary-CH476E	SigPro.ID476.Ovary-CH476F	SigPro.ID476.Ovary-CH476G	SigPro.ID476.Ovary-CH476H	SigPro.ID476.Pancreas-CH476A	SigPro.ID476.Pancreas-CH476B	SigPro.ID476.Pancreas-CH476C	SigPro.ID476.Pancreas-CH476D	SigPro.ID476.Pancreas-CH476E	SigPro.ID476.Pancreas-CH476F	SigPro.ID476.Pancreas-CH476G	SigPro.ID476.Prostate-CH476A	SigPro.ID476.Prostate-CH476B	SigPro.ID476.Prostate-CH476C	SigPro.ID476.Prostate-CH476D	SigPro.ID476.Prostate-CH476E	SigPro.ID476.Prostate-CH476F	SigPro.ID476.Skin-CH476A	SigPro.ID476.Skin-CH476B	SigPro.ID476.Skin-CH476C	SigPro.ID476.Skin-CH476D	SigPro.ID476.Skin-CH476E	SigPro.ID476.Skin-CH476F	SigPro.ID476.Skin-CH476G	SigPro.ID476.Skin-CH476H	SigPro.ID476.Skin-CH476I	SigPro.ID476.Stomach-CH476A	SigPro.ID476.Stomach-CH476B	SigPro.ID476.Stomach-CH476C	SigPro.ID476.Stomach-CH476D	SigPro.ID476.Stomach-CH476E	SigPro.ID476.Stomach-CH476F	SigPro.ID476.Stomach-CH476G	SigPro.ID476.Stomach-CH476H	SigPro.ID476.Stomach-CH476I	SigPro.ID476.Stomach-CH476J	SigPro.ID476.Stomach-CH476K	SigPro.ID476.Thymus-CH476A	SigPro.ID476.Thymus-CH476B	SigPro.ID476.Thymus-CH476C	SigPro.ID476.Uterus-CH476A	SigPro.ID476.Uterus-CH476B	SigPro.ID476.Uterus-CH476C	SigPro.ID476.Uterus-CH476D	SigPro.ID476.Uterus-CH476E
A[Del(C):R4]G	1.738e-05	0.00039834	6.951e-05	9.686e-05	8.49e-06	6.79e-06	0.00054479	0.00185959	9.27e-06	5.792e-05	0.00018746	0.00012958	0.00011228	0.00054257	2.688e-05	7.105e-05	0.00030005	0.00019118	0.00017291	0.0006584	0.00016644	9.27e-05	3.55e-05	0.00129	0.00016684	0.00038358	4.951e-05	0.00054738	0.00048008	1.519e-05	0.00038475	0.00063141	0.0006371	0.00149715	8.177e-05	8.708e-05	8.483e-05	0.00064533	7.071e-05	2.878e-05	0.00017163	0.00020678	0.00029615	0.00017769	0.00150149	9.13e-06	4.838e-05	1.16e-06	0.000312	0.00032962	0.00023208	0.00049484	9.998e-05	0.00015207	8.25e-06	0.00027828	2.775e-05	5.939e-05	0.00026992	5.16e-06	5.168e-05	0.00068328	7.923e-05	6.44e-06	6.955e-05	7.412e-05	4.94e-05	2.244e-05	0.00012757	0.0002309	0.00032767	0.00032865	0.00073591	0.00117935	0.00016425	4.577e-05	6.514e-05	0.00066024	0.00151196	4.346e-05	0.00077926	0.00017981	0.00062804	0.00023763	0.00027912	0.00156365	0.00019792	0.00039219	0.00041533	4.394e-05	0.00054262	0.00175716	0.00014368	8.35e-05	0.00011963	0.00048661	0.00025027	0.00017806	8.467e-05	5.567e-05	0.00039635	1e-07	2.44e-06	2.3e-06	0.00020569	5.455e-05	3.17e-05	0.00186687	0.00026044	0.00029157	0.00011727	0	3.765e-05	0.00026129	0.00022359	0	0.00030934	0.00107967	7.112e-05	7.359e-05	0.00034437	0.00010134	0.00017145	6.335e-05	0.00055865	3.733e-05	0.00022756	1.663e-05	0.00014902	0.00010964	3.87e-06	0.00040372	0.00013696	0.00024961	0.00063137	9.09e-05	0.00065078	0.00023885	4.965e-05	0.00015053	0	0.00082568	5.766e-05	5.651e-05	5.299e-05	0.00017137	0.000153	0.00042718	9.118e-05	0.00022814	4.43e-06	0.00026373	4.721e-05	0.00045616	4.701e-05	8.2e-07	0.00039598	0.0003255	0.00017646	9.104e-05	5.07e-06	0.00034373
A[Del(C):R4]T	5.382e-05	0.00069187	9.086e-05	0.00036112	6.969e-05	4.61e-05	0.00214994	0.00357516	0.00026273	0.00010572	0.00052453	0.00044491	0.00052004	0.0005831	0.0002396	0.00022998	0.00058966	0.00020682	0.00032224	0.0021483	0.00019439	0.00019176	6.75e-05	0.00293371	0.00057634	0.00208689	0.00043355	0.00227754	0.00178914	2.25e-06	0.00040526	0.00042029	0.00182681	0.00019632	0.00017447	0.00019339	8.489e-05	0.00145939	0.00019249	0.00033832	0.00124453	0.00093321	0.00077123	0.00027034	0.00240026	2.215e-05	7.456e-05	0.00013445	0.00036236	0.00125382	0.00071748	0.0009692	0.0007645	0.00018327	0.00014216	0.00062707	3.806e-05	0.00045219	0.00051436	0.00028158	0.00017367	0.00160345	0.00025769	5.823e-05	0.00024471	0.0001876	0.00042407	0.00035298	0.0018612	0.00040995	0.00136179	0.00073829	7.171e-05	0.00288274	0.00011728	0.00060734	0.00051427	0.00139857	0.00358424	2.99e-05	0.0023986	0.00020736	0.0006458	0.00147858	0.00071855	0.00336787	0.00027879	0.0017768	0.00081099	0.0017903	0.00011439	0.00334146	0.00038941	4.31e-05	0.00062717	0.00172399	0.0001322	0.00020099	0.00022753	6.853e-05	0.00185696	0.00047372	0.00373672	0.00230245	0.00031811	4.205e-05	0.00029925	0.00325166	0.00057616	0.00107707	0.00111376	0.0003216	0.00024759	0.00062381	0.00085743	0	0.00116559	0.00223108	0.00059463	0.00052095	0.00199384	0.00019133	0.00038712	0.00027448	0.00151123	0.00026225	0.00048773	4.07e-05	0.00033785	0.00015815	6.783e-05	0.0017145	0.00024776	0.00061909	0.00054095	8.553e-05	0.00146831	0.0003635	0.00046173	0.00016128	0.00051872	0.00293138	3.917e-05	5.714e-05	0.00015449	0.00030146	0.00025634	0.00107831	0.00012719	0.00027105	0.00051473	0.00128866	0.00066688	0.00057943	0	0.00122385	0.00056838	0.00056194	0.00025696	0.0002423	5.987e-05	0.00105413
A[Del(C):R5]A	6.171e-05	0.00291229	0.00056849	0.0008443	0.00017586	0.0001419	0.00068939	0.00766282	0.00062618	0.00032032	0.00076667	0.0002792	0.00039351	0.00062981	0.00027485	0.00091725	0.00221819	0.0004029	0.0003044	0.00193311	0.00014946	0.00104461	1.942e-05	0.00402859	0.00050264	0.00070176	0.00063569	0.00247409	0.0003193	8.001e-05	0.00020439	0.00126288	0.00045786	0.00321042	0.00047669	0.00027453	0.00124929	0.00366598	0.00041174	0.0006221	0.00046954	0.00098678	0.00030287	0.0004162	0.00326333	3.575e-05	0.00054808	0.00015688	0.00087564	0.00242586	0.00011763	0.00095331	0.00100731	0.00091781	0.0001906	0.00255066	0.00012589	0.00038803	0.00075227	0.00048154	0.00012347	0.00290863	0.00075932	2.192e-05	0.00096752	0.00021033	0.00062347	0.00096045	0.00063671	0.00081387	0.00249489	0.00064093	0.00117345	0.00486668	0.00062387	0.00095322	0.00086774	0.00016553	0.00753206	0.0004227	0.00091043	0.00125476	0.00025677	0.00221008	0.00130619	0.00477876	0.00052437	0.00273224	0.00171425	0.00053709	0.00098496	0.00708604	0.00123004	2.317e-05	0.00072713	0.00181411	0.00023513	0.00092444	0.00065326	0.00040596	0.00154492	0.00037986	0.00119146	0.00084291	0.00141351	0.00054968	0.00037043	0.0069851	0.00076371	0.00067394	0.0002502	0	8.902e-05	0.00105389	0.00054128	0.00021908	0.00102417	0.00279829	9.629e-05	0.0005867	0.0014723	0.00079933	0.00173417	0.00011413	0.00178131	0.00038666	0.00046925	8.423e-05	0.00087527	0.00121364	1.83e-06	0.00170651	0.00049769	0.00085481	0.00091935	0.00029839	0.00026717	0.00197816	0.00031207	0.00052953	0.00015991	0.0045818	0	0.00012474	0.0007473	0.00109644	0.00130552	0.00421814	0.00028501	0.00049922	0.00086085	0.00033384	0.00122011	0.00096507	0.00076206	0.00252661	9.438e-05	0.00224765	0.00091171	0.00095335	0.00021026	0.00087394
A[Del(C):R5]G	1.236e-05	0.00077519	0.00030113	0.0001807	2.2e-07	2.64e-06	0.00017393	0.00099065	2.296e-05	5.938e-05	0.00010268	5.578e-05	0.00011264	0.00015945	1.016e-05	0.00026703	0.00062603	0.00011635	8.53e-06	0.00018301	0.0001503	0.00024436	7.92e-06	0.00028067	0.00018831	0.00013132	0.00015224	0.00059977	2.471e-05	0.00029657	2.342e-05	0.00054059	0.00027508	0.00019746	0.00013568	7.239e-05	0.00044056	0.00091255	7.629e-05	0.00012934	5.985e-05	0.00013505	3.325e-05	0.00020681	0.00035587	1.068e-05	0.00014955	2.35e-06	0.00020464	0.00010052	0.00010909	0.00019297	2.213e-05	0.00032413	2.96e-06	0.00061446	2.575e-05	1.332e-05	6.849e-05	4.038e-05	2.141e-05	0.00028809	8.934e-05	2.04e-06	0.00022756	7.611e-05	0.00016858	4.541e-05	7.64e-05	8.465e-05	0.00025598	0.00029763	0.00023018	0.00063557	0.00021623	0.00032075	1.724e-05	0.00032605	0.00037918	0.0002545	0.00030425	0.00040449	0.00036259	0.00014544	2.16e-05	0.00054765	8.373e-05	0.00013605	0.0003866	0.00020007	0.00038588	0.00093849	0.00034029	1.366e-05	2.204e-05	0.00051387	6.223e-05	3.356e-05	8.16e-06	0.00011585	0.00045098	0.00048364	0.00016061	0.00033123	0.00044203	1.32e-05	0.0001166	0.00095635	1.072e-05	0.00023724	0.00012325	1.568e-05	6.275e-05	7.649e-05	7.361e-05	4.352e-05	0.00019372	2.049e-05	0.0003438	0.00021745	0.0001385	0.00015973	0.00048356	3.87e-05	0.00014505	1.396e-05	4.675e-05	1.734e-05	0.00024681	0.00024254	1.27e-06	0.00024965	4.414e-05	1.775e-05	0.00013295	5.97e-05	0.00013462	0.00068442	1.933e-05	0.00014586	0.00018024	0.00056386	0.00011059	3.031e-05	0.00018116	0.00011389	0.00042673	0.00115483	3.295e-05	0.0001444	5.917e-05	8.186e-05	0.00017571	0.00010221	0	0.00027215	0.00015312	0.00051884	0.00032446	0.00013552	0	0.0002181
A[Del(C):R5]T	0.00010223	0.00321818	0.00062607	0.00096316	2.12e-05	5.51e-06	0.00080397	0.00331589	9.21e-05	0.00026248	0.00036139	0.00025466	0.00031127	0.00039907	0.00014053	0.00096637	0.00223112	0.00015303	0.00010974	0.00096543	0.00013306	0.00116886	3.264e-05	0.00177044	0.00022961	0.00050716	0.00039054	0.00096433	0.00146295	0	0.00041358	0.0005759	0.00103841	0.00127219	0.0006939	0.00045462	0.00177182	0.0043043	4.341e-05	0.00030331	0.00064607	0.00026334	0.00013489	0.00018612	0.00135546	1.952e-05	0.00065196	6.37e-05	0.00038695	0.00122612	0.00043344	0.00079454	0.00046055	0.00100271	0.00014254	0.00242695	0.00012723	0.00018342	0.0001637	6.244e-05	0.00033101	0.00125813	0.00060496	4.996e-05	0.00082868	0.00052972	0.00062951	0.00015642	0.00062928	0.00013177	0.00158592	9.587e-05	0.00055944	0.00165893	0.00068158	0.00033747	0.00056168	0.00016745	0.00359223	0.00028403	0.00094838	0.00118531	0.00013366	0.00156081	0.00018447	0.00244315	0.00040225	0.00182269	0.00239124	4.477e-05	0.00011918	0.00305314	0.001266	5.459e-05	0.00043545	0.00115912	0.00028804	0.00051786	0.00030653	0.00010841	0.00054679	0.00079481	0.00045199	0.00085066	0.00170168	0.00039491	0.00030728	0.00275193	0.00043005	9.696e-05	0.00016169	0.00032417	3.24e-05	0.00023176	0.00054572	0.00033911	0.00069136	0.00187098	0.00081386	0.00092925	0.00061235	0.00084682	0.0017784	6.689e-05	0.00079683	7.18e-05	0.00018405	7.093e-05	0.00085871	0.0017759	1.598e-05	0.00101592	0.00015412	0.00039711	0.00040871	0.00033575	1.892e-05	0.00157747	0.00044284	0.00016253	0.00022569	0.00365958	3.73e-06	0.00020556	0.00069537	0.00092959	0.00125252	0.00491922	0.00010994	0.00036293	0.0001539	0.00041181	6.262e-05	0.00080768	0	0.00071795	0.00021995	0.00240968	0.00122184	0.00066904	1.318e-05	0.00075618
A[Del(C):R6]A	0.0001732	0.00566536	0.00145026	0.00151665	0.00011035	0.0001232	0.00022505	0.00299474	0.00044965	0.00045626	0.00021171	0.00020455	0.00027358	0.00040261	1.53e-05	0.00176635	0.0036643	5.723e-05	0.0008784	0.00042934	0.00022855	0.00189005	3.871e-05	0.00127377	0.00049425	0.00046717	0.00010233	0.00093499	0.00045751	7.1e-07	0.00069735	9.843e-05	0.00049421	0.00375188	0.00097211	0.00057592	0.00301096	0.00661274	0.00030426	6.326e-05	0.00017221	0.0004169	5.549e-05	1.801e-05	0.00190993	3.832e-05	0.00147956	0.00024899	0.00025503	0.00145405	0.0008139	0.00056569	9.448e-05	0.00201564	0.0003707	0.00448338	0.00060556	0.00020761	9.844e-05	0.00036173	2.613e-05	0.00060908	0.00032168	0.00021194	0.00148936	9.069e-05	0.00138296	0.00030003	0.00053296	8.35e-05	0.0014432	0.00058651	0.00021116	0.00147302	0.00113013	0.00035411	0.00031829	0.00043661	0.00323385	0.00018579	0.00020281	0.00218537	6.428e-05	0.00050417	0.00072385	0.00162023	7.449e-05	0.00056477	0.00381833	1e-08	1.11e-06	0.00288123	0.00188632	6.79e-05	0.00049422	0.00028274	0.00024096	0.00075961	0.00039736	0.00060444	0.00039956	0.0003149	0.00044615	0.00037449	0.00218581	0.00125057	0.00013443	0.00261361	8.726e-05	0.00053151	0.00010377	8.119e-05	0.0001113	0.00014408	0.00046502	0.000573	0.00071238	0.00101657	0.00055897	0.00088138	8.683e-05	0.00185395	0.00333366	5.986e-05	0.00106598	7.747e-05	0.0001653	0.00017846	0.00179412	0.00213151	0.00013242	0.0011238	0.00025187	0.00015635	0.00016841	0.00087055	7.465e-05	0.00328094	8.393e-05	0.00055819	0.00017891	0.00217966	1.818e-05	0.00036501	0.00120408	0.00242382	0.00284976	0.00701457	0.00036568	7.25e-06	0.0008719	0.00015144	0.0007463	1.805e-05	0.00054148	9.2e-07	2.311e-05	0.0045124	0.0020542	0.00115979	0.00010765	0.00034641
A[Del(C):R6]G	2.028e-05	0.00137944	0.0006644	0.00027197	1.59e-06	6.1e-07	4.158e-05	0.00045082	1.259e-05	6.597e-05	5.101e-05	6.05e-06	3.55e-06	7.674e-05	0	0.0005546	0.00079309	2.385e-05	1.539e-05	0.00014919	2.12e-06	0.00054199	7.15e-06	0.00027275	6.709e-05	0.00010342	7.796e-05	2.554e-05	0.00011436	0.00013569	1.487e-05	1.17e-06	0.00011007	0.00051741	0.0002137	9.607e-05	0.00112835	0.00164939	2.85e-05	4.111e-05	7.097e-05	1.93e-05	3.41e-06	1.647e-05	0.00020868	7.74e-06	0.00012823	4.64e-06	0.00016003	0.00013563	0.00032981	5.294e-05	1e-08	0.000561	1.334e-05	0.00096883	2.384e-05	1.483e-05	0	2.364e-05	0	0.0001563	5.181e-05	1.89e-06	0.00038219	4.96e-06	0.00011871	1.113e-05	1.464e-05	6.344e-05	0.00011408	1.61e-06	0.00022852	0.00019108	0.00044668	5.75e-06	3.779e-05	0.000126	0.00068933	5.01e-06	8.49e-05	0.00049266	1.07e-05	0.00015821	3.843e-05	0.00013326	1.584e-05	0.00019381	0.00087251	0.00020843	3.13e-06	0.00042805	0.00043109	2e-08	1.25e-06	5.58e-05	0.00010571	9.45e-06	1.134e-05	0.00010194	0.00028947	1e-07	2.44e-06	2.3e-06	0.00059602	0.00013536	2.806e-05	0.00043365	2.713e-05	8.154e-05	9.97e-06	0	4.072e-05	9.04e-06	2.083e-05	7.599e-05	0.00012471	8.099e-05	1e-08	0	1.871e-05	0.00046665	0.00060623	3.157e-05	1.37e-06	0	8.203e-05	3.85e-06	0.00030157	0.00094511	8.31e-06	0.00012088	3.896e-05	7.39e-05	4.37e-06	0.00019364	0.00013994	0.00069803	4.65e-06	0.00011082	2.914e-05	4.293e-05	8.382e-05	9.983e-05	0.00020717	0.00054652	0.00088161	0.00196229	0.00014353	1.24e-06	6.002e-05	3.324e-05	3.3e-05	0	1e-08	0.00018876	6e-08	0.0010576	0.00051527	9.419e-05	7.08e-06	2.93e-05
A[Del(C):R6]T	9.648e-05	0.00273912	0.00059121	0.0009109	4.365e-05	0.00014185	0.00024729	0.00134214	8.673e-05	0.00025825	0.00021538	0.00019571	1.835e-05	0.00023566	0.00025468	0.00072044	0.00210371	0.00024248	2.432e-05	9.92e-06	1.475e-05	0.00103099	2.046e-05	0.00079395	0.00019729	0.00018692	0.00021867	0.00062962	4.283e-05	4.74e-06	0.00013435	0.00023428	0.00038361	0.00043364	0.0003956	0.00043236	0.00129895	0.00398714	0.0002371	0.00020058	0.0001013	0.00031504	1.36e-05	3.725e-05	0.00071596	2.082e-05	0.00058304	0.0001016	0.00043123	0.00066141	0.00042503	0.00018568	0.0001376	0.0009072	0.00027071	0.00211083	0.00019338	0.00012647	0.0001501	7.937e-05	0.00021362	0.00041877	0.00034326	7.595e-05	0.00066796	0.00026585	0.00105331	0.00018825	0.00013516	0.00029294	0.00170973	0.00024195	2.016e-05	0.00037056	0.00067479	0.00031649	7.93e-05	0.000158	0.00137815	0.00042417	0.00017841	0.00108504	0.00015365	0.00072513	9.815e-05	0.00123458	8.089e-05	0.00026855	0.00180782	6.39e-06	0	0.00120793	0.00090516	2.34e-06	4.909e-05	0.00081471	0.00038962	0.00060511	0.00030773	0.00037831	0.00025167	6e-08	0.00030944	0.00034991	0.00141105	0.00050728	9.205e-05	0.00113473	3.337e-05	0.00052219	5e-07	0.00021425	8.743e-05	0.00023236	0.00014616	0.00021173	0.00025184	0.00081941	0.00017534	1.233e-05	9.221e-05	0.00079362	0.00136298	0.00034631	6.408e-05	4.707e-05	9.095e-05	6.676e-05	0.00080205	0.00153787	0.00011907	0.0005176	9.692e-05	0.00020064	5.242e-05	0.00051113	0.00014257	0.00138656	0.0001957	0.00031267	2.831e-05	0.00132269	4.353e-05	0.00029054	0.00047387	0.00106555	0.00136335	0.00356342	0.00024369	0.00022448	0.00045992	0.00042863	0.00029119	0.00012551	0.00038892	0.00025367	2e-08	0.00228987	0.00093533	0.00059235	2.754e-05	0.0001459
A[Del(C):R7]A	0.00033126	0.00660921	0.00284324	0.00079599	0.00033676	1.021e-05	0.00010837	0.00081094	0.0001463	0.0004032	4.132e-05	6.087e-05	7.608e-05	0.00024419	0	0.00244171	0.00366234	6.589e-05	0.00043286	7.928e-05	0.00024569	0.0026716	2.302e-05	0.0007763	0	0.00010617	0.00028781	0.00015897	0.00045157	0.00035464	5.626e-05	0.00019569	0.00029902	0.00094801	0.00099782	0.00023984	0.00550418	0.00683952	0.00019009	3.052e-05	0.00015339	2.066e-05	3.262e-05	2.572e-05	0.00052029	6.096e-05	0.00224034	0.00017608	0.00017163	0.00123403	0.00037895	0.00050044	2.52e-06	0.00271132	0.00056182	0.00410268	0.00031723	0.00023119	1.31e-05	0.00017032	2.5e-07	0.00020982	0.00038167	0.00021655	0.00162626	0.00037908	0.00103151	0.00019328	0.00072992	1.5e-05	0.00058441	1.151e-05	0	3.765e-05	0.00141568	0.00024485	0.00026251	3.23e-06	0.00066352	0.00054722	3.038e-05	0.00319793	7.828e-05	0.00088085	0.00022614	0.00016303	2.873e-05	0.00027991	0.00345732	8.897e-05	0.00043252	0.00082064	0.00209251	9.961e-05	0.00018088	0.00013636	0.00033915	0.00015657	0.00041154	0.00075411	0.0007042	0.0010018	1.53e-06	8.713e-05	0.00310543	0.00096792	8.794e-05	0.00067395	7.802e-05	0.00118205	7.406e-05	0.00010884	0.00037115	0.00013153	7.187e-05	0.00043327	3.493e-05	0.00019624	0.00043711	0.00085306	8e-04	0.00199659	0.00376859	6.208e-05	4.059e-05	7.559e-05	6.894e-05	0.00023822	0.00248628	0.0018006	0.00029941	0.00020493	0.00028124	7.79e-06	2.963e-05	0.00109879	7.346e-05	0.00472387	4.554e-05	0.00013387	4.87e-06	5.155e-05	9.186e-05	0.0004493	0.00179241	0.00162616	0.00399476	0.00721774	0.00054422	8.309e-05	0.00010728	1.932e-05	0	0	0	0.00022007	0.00020489	0.00453675	0.00246641	0.00153747	1.822e-05	2.994e-05
A[Del(C):R7]G	6.963e-05	0.00144562	0.00077696	0.00015328	8.8e-07	1.01e-06	1.231e-05	0.00012719	1.05e-06	6.637e-05	6.1e-07	6e-08	2.99e-06	5.093e-05	2.116e-05	0.00061232	0.00073823	2.16e-05	4.133e-05	1.7e-07	1e-08	0.00058746	2.1e-05	0.00015958	1.773e-05	4.056e-05	4.037e-05	1.587e-05	3.358e-05	4.267e-05	1e-08	6.93e-06	7.763e-05	1.594e-05	0.00026158	0.00020578	0.00102666	0.00139742	1.727e-05	1.8e-07	1.375e-05	2.36e-06	8.66e-06	2.036e-05	1.8e-06	6.3e-07	0.00043677	8.375e-05	1e-07	0.00011405	6.544e-05	9.251e-05	1.34e-06	0.00070222	9.97e-06	0.00084403	2.546e-05	2.42e-06	3.939e-05	6.47e-06	2.895e-05	0.00010834	5.757e-05	6.59e-06	0.00034256	3.22e-05	4.1e-05	6.582e-05	4.46e-06	0	8.603e-05	4.673e-05	0.00019961	1.25e-06	0.00033442	1.424e-05	8.4e-07	0.00017181	0.00011062	3.75e-06	2e-08	0.00063933	1.384e-05	1.195e-05	1.158e-05	1.924e-05	9.79e-06	1.148e-05	0.00070053	3.4e-07	3.638e-05	0.00010049	0.00045865	6.366e-05	1.919e-05	7.324e-05	7.213e-05	2.225e-05	8.741e-05	5.195e-05	0.00012942	1e-07	2.44e-06	2.3e-06	0.00082988	0.00013969	0	0.00012382	8.67e-06	0.00010678	1e-08	0	1.286e-05	5.31e-06	0	9.279e-05	7.574e-05	1.585e-05	1e-08	2.4e-06	5.82e-05	0.00044058	0.00080795	0	3.116e-05	9.9e-07	1.85e-06	1.245e-05	0.00044816	0.00061063	1.689e-05	2.195e-05	4.219e-05	0	2.55e-06	0.00023241	3.986e-05	0.00084626	2.658e-05	6.433e-05	4.224e-05	8.951e-05	0	8.73e-05	0.00036552	0.00031241	0.00088178	0.00169824	9.764e-05	2.732e-05	3.577e-05	0	7.52e-06	0	2e-08	1.19e-06	1e-07	0.00105546	0.0006731	0.00010628	7.5e-07	0
