	InsDel1a	InsDel1b	InsDel1c	InsDel2a	InsDel2b	InsDel2c	InsDel3a	InsDel3b	InsDel4	InsDel5a	InsDel5b	InsDel5c	InsDel6	InsDel7	InsDel8	InsDel9	InsDel10	InsDel11	InsDel12	InsDel13	InsDel14	InsDel17	InsDel18	InsDel19a	InsDel19b	InsDel23	InsDel_A_alpha	InsDel_A_beta	InsDel_B	InsDel_C	InsDel_D	InsDel_E	InsDel_F	InsDel_G	InsDel_H	InsDel_I	InsDel_J	InsDel_K	InsDel_L	InsDel_N	InsDel_O	InsDel_P	InsDel15	InsDel16	InsDel_M	InsDel_N_beta	InsDel_N_alpha
Ins2:U1:R3	0.000208446	3.55E-05	0.000274785	0.000101118	6.90E-05	9.30E-06	0.00078164	0.001882883	0.000234174	0.003150672	0.000899433	0.00095664	7.12E-05	5.88E-05	0.000332211	0.000322671	0.003710815	3.33E-06	0.000979793	0.001243171	0.000373188	0.003681821	0.000579391	0.002594536	0.000602109	0.00050547	0.000331042	0.000820322	0.000386003	5.61E-05	0.00010283	0.001217091	0.001674888	0.001999504	0.000480278	0.000131706	0.000139978	6.06E-05	0.000164981	4.58E-05	0.000129786	0.000264469	0	0	0.000190561	0.000305075	1.82E-05
Ins2:U1:R4	7.03E-05	5.03E-05	0.000234296	6.66E-05	3.34E-05	8.19E-05	0.000695121	0.000516106	0.00032498	0.001720925	0.000491375	0.000345902	0.000291558	5.90E-05	0.000324604	0.000264328	0.00237676	2.61E-06	0.000242574	0.000671514	0.00019019	0.0029531	0.003130656	0.00041462	0.00062033	0.00036105	0.000221738	0.001656	0.000420426	5.07E-05	3.46E-06	0.000412528	2.67E-05	0.000128809	0.000762182	3.38E-06	5.92E-05	6.44E-05	0.00067819	2.11E-05	4.20E-06	0.000136499	0	0	6.43E-05	0.000132995	5.05E-06
"Ins2:U1:R(5,9)"	0.00035028	0.00161386	0.002394649	0.000480939	0.000819468	0.001411518	0.001277588	0.000710812	0.001009033	0.001391033	0.000569009	0.000557493	0.000985706	0.001321696	0.000394487	0.00051708	0.004599693	0.000579585	0.000349709	0.001517537	0.000337799	0.000220594	0.002437346	0.001649348	0.000745683	0.00014442	0.001074175	0.00062802	0.000635062	3.72E-05	0.00575007	0.00021028	0.000574203	0.000358191	0.001103047	1.69E-05	0.005576109	0.000604954	0.055896872	0.001286966	0.007314652	0.001171022	0	0	0.000160786	0.000282083	0.004870228
Ins2:U2:R1	0.000244307	0.000306865	0.001198674	0.000354867	5.45E-05	0.000140236	0.000755401	0.000565425	0.001264946	0.007827838	0.002333693	0.003822614	0.000314532	0.000177505	0.001110995	0.000606963	0.012761192	3.23E-06	0.001593403	0.002246103	0.000957271	0.046135904	0.003438937	0.006028346	0.003612947	0.00064989	0.005892381	0.004622115	0.005238605	0.001730208	0.000624202	0.001129329	0.002332976	0.00314213	0.00488391	2.70E-05	0.001267318	0.000242993	0.001206857	6.05E-05	0.000774364	0.00125836	0	0	0.000245943	0.001136469	3.18E-05
Ins2:U2:R2	0.000325991	0.000294613	0.000863307	0.000452625	6.31E-05	8.52E-05	0.000609235	0.000378185	0.000414186	0.003799362	0.001057401	0.001512454	0.000265246	0.000310149	0.000768067	0.000479354	0.005125788	2.56E-06	0.000790032	0.000799571	0.001382568	0.032369	0.003064463	0.00277952	0.001213578	0.000541575	0.001225553	0.002917359	0.002120427	0.001103683	0.000554131	0.000270255	0.000319847	0.001465684	0.003102506	2.70E-05	0.000837936	0.000436051	0.000714664	7.18E-05	0.000696046	0.000935654	0	0	0.00027155	0.000826901	2.87E-05
Ins2:U2:R3	0.000304937	0.001306308	0.000502953	0.000334623	0.000225713	0.000213967	0.00090552	0.000479212	0.000410901	0.000667473	0.000352774	0.00046747	0.000144027	0.000542637	0.000469167	0.000313306	0.001246498	2.90E-06	0.000126149	0.000701789	0.000295368	0.009428722	0.001579355	0.002018267	0.001374503	0.000397155	0.001967712	0.000454011	0.000861319	0.001256428	0.000730686	0.000609041	0.000434826	0.000533183	0.001970674	0	0.001673852	0.002397311	0.001721002	0.000314666	0.000914089	0.000680243	0	0	4.70E-05	0.000261652	0.000149689
Ins2:U2:R4	0.001708761	0.003366403	0.003268154	0.00169559	0.001678651	0.000642659	0.000958428	0.00022791	0.000426746	0.000133407	0.000401996	0.000783961	0.000405754	0.002251835	0.000494702	0.000210894	0.001783702	0.000580839	0.00025114	0.000501265	0.002299056	0.001598469	0.000939341	0.001371872	0.001551727	0.001263675	0.000926613	0.000781408	0.000280144	0.001307118	0.00760724	0.001224057	0.000588925	0.00136942	0.001037386	3.38E-05	0.003383148	0.004002226	0.020246273	0.001605952	0.009594315	0.003441466	0	0	8.58E-05	0.00125275	0.00140592
"Ins2:U2:R(5,9)"	0.018395857	0.0054329	0.021565501	0.014772895	0.00960966	0.006197408	0.00339401	5.67E-05	0.001008785	2.12E-05	0.001481619	0.001651378	0.000912998	0.017628717	0.001794825	0.001671128	0.002676186	0.000916718	0.012837922	0.008587495	0.000803129	0.003294552	0.003887417	0.006646511	0.003277229	0.00028884	0.005276156	0.004618976	0.002680015	0.002481767	0.048144051	0.00083603	0.003937466	0.003177395	0.00277222	0.001894541	0.019300262	0.004009312	0.121708535	0.003589076	0.060844131	0.027394677	0	0	0.001972906	0.011490256	0.004263165
Ins3:U1:R1	2.96E-05	4.96E-06	1.07E-05	1.49E-05	2.25E-08	1.07E-06	6.56E-05	6.09E-05	3.70E-05	0.000597795	1.15E-05	0.000191123	0.000121491	2.59E-06	4.31E-05	2.68E-05	0.0001485	1.88E-06	0.000382994	0.000180425	8.35E-05	0.000695642	4.41E-05	0.000515343	0.000245297	0.000830415	0.000143591	0.000256203	3.23E-05	5.88E-05	1.42E-06	0.00412088	3.32E-05	0.000510663	0.000607091	6.75E-06	4.30E-05	8.19E-07	1.09E-05	1.12E-05	5.13E-07	5.29E-05	0	0	2.98E-05	1.61E-05	5.68E-09
Ins3:U1:R2	9.03E-06	6.57E-06	3.30E-05	9.76E-06	1.35E-07	1.01E-05	3.77E-05	9.63E-05	4.89E-05	0.001162787	3.06E-05	2.48E-05	5.76E-05	5.76E-06	7.15E-05	3.24E-05	0.000242163	1.16E-06	0.000138572	0.000488408	8.56E-05	0.000730676	0.000153016	0.000131226	0.000109735	0.000324945	0.000223534	0.001447404	2.25E-05	0.004126816	5.79E-05	0.000395414	8.80E-06	8.94E-05	0.00034078	0	2.56E-05	4.06E-05	3.01E-05	6.23E-06	7.42E-05	2.05E-05	0	0	0.000325145	1.18E-05	4.15E-07
Ins3:U1:R3	1.20E-05	4.68E-06	6.26E-05	1.91E-05	5.34E-06	1.44E-06	2.90E-05	0.000114566	0.000103933	0.000640478	0.000108994	0.00015289	2.82E-05	2.77E-06	3.34E-05	3.96E-05	0.000414114	1.59E-06	0.000113516	0.000224395	4.58E-05	0.00090752	0.000125359	0.000293171	0.000174113	0.00028884	0.0001995	0.000679417	1.79E-05	2.91E-05	6.87E-06	0.000187896	6.56E-05	8.72E-05	0.000158716	9.12E-05	1.65E-05	4.00E-05	3.20E-05	9.75E-06	9.94E-06	3.12E-05	0	0	0.000354325	1.18E-05	1.96E-07
Ins3:U1:R4	2.68E-05	1.26E-05	3.46E-05	3.67E-05	5.65E-06	1.52E-06	7.10E-05	5.89E-05	6.90E-05	0.000412896	7.07E-05	0.00015949	4.81E-05	6.86E-06	2.82E-05	0.000163111	0.00112434	4.97E-06	0.000103728	0.000121639	7.73E-05	0.000913443	0.000127632	4.38E-05	5.88E-05	0	0.000219152	0.000250014	3.37E-05	3.58E-05	1.41E-07	0.000130488	9.13E-06	0.000139762	0.00032565	1.35E-05	1.72E-05	2.67E-05	3.93E-05	1.10E-05	2.63E-07	3.89E-05	0	0	3.28E-05	3.16E-05	2.33E-06
"Ins3:U1:R(5,9)"	7.84E-05	1.47E-05	0.000113439	0.000101109	6.19E-05	0.000156931	0.000258109	8.26E-05	0.000162511	0.000418477	0.000109201	0.000368425	0.000402379	6.11E-05	3.92E-05	5.69E-05	0.0033839	6.27E-07	0.000154194	0.000242374	0.000200558	0.000239368	0.000505519	0.000546936	7.84E-05	0	0.00025692	0.000115298	0.000289876	4.80E-05	4.94E-05	0.000726319	3.71E-05	0.000263095	0.00069964	6.75E-06	0.001042077	5.14E-05	0.007417069	3.40E-05	6.19E-05	0.000161773	0	0	8.69E-05	7.75E-05	8.34E-05
Ins3:U3:R1	0.000177511	0.000278269	0.001391152	0.000499998	0.000141159	3.02E-05	0.000896948	0.000321045	0.000597483	0.003900448	0.002341339	0.002727418	0.000555245	2.02E-05	0.000867443	0.001621162	0.021571216	0.000189222	0.000811536	0.003317241	0.001260639	0.077914139	0.000507896	0.003838047	0.002088157	0.000974835	0.001038615	0.005974852	0.002270208	0.003661823	0.000456753	0.001452337	0.000132241	0.001022711	0.004672344	5.74E-05	0.000144033	6.41E-05	0.000154034	6.89E-05	0.000574078	0.001336775	0	0	0.000245943	0.001475664	5.30E-05
Ins3:U3:R2	6.62E-05	1.34E-05	0.000166737	0.000168829	3.02E-05	1.43E-05	0.000296278	3.40E-05	0.000192973	0.001012272	0.000411677	0.000786272	0.000293296	1.93E-05	6.00E-05	0.000457187	0.004185786	0.000193179	0.000247331	0.000488386	0.000259739	0.013527928	0.000155052	0.000913824	0.000173856	0.00021663	0.000676492	0.000980548	0.000761901	4.80E-05	0.000107557	0.000506551	4.17E-05	0.00082118	0.00042726	1.01E-05	7.37E-05	1.07E-05	4.75E-05	2.77E-05	0.000135261	0.000213469	0	0	0.000169719	0.000218137	1.06E-05
Ins3:U3:R3	0.000139462	8.25E-06	0.000163553	4.85E-05	0.000103347	2.64E-05	8.03E-05	1.55E-05	0.000369618	3.62E-05	5.17E-05	6.79E-05	0.000241261	4.78E-05	7.75E-05	5.88E-05	0.000730245	1.40E-06	9.49E-05	5.17E-05	0.000150336	0.000675136	0.000105174	0.000116029	6.52E-05	0	7.72E-05	0.000183428	5.28E-05	3.72E-05	0.000371115	9.42E-05	6.01E-05	8.63E-05	0.000470121	1.35E-05	9.45E-05	3.98E-05	0.000655132	3.48E-05	0.000473859	0.000132855	0	0	0.000108382	5.29E-05	1.79E-06
Ins3:U3:R4	7.05E-05	4.36E-05	0.000153348	0.000161828	0.000204746	5.29E-05	6.27E-05	5.75E-06	0.000143187	9.60E-06	4.35E-05	0.000110001	9.84E-05	0.000137781	0.000136985	9.23E-05	0.000654511	4.83E-07	0.000234506	2.12E-05	0.000506383	8.16E-06	0.000877646	5.57E-05	0.000101341	0	0.000312098	0.00016425	4.19E-05	0.000122331	0.000847782	0.000182642	8.40E-05	0.000323816	0.000337198	1.35E-05	0.000456857	1.14E-05	0.002125386	7.98E-05	0.001074745	0.000233752	0	0	2.38E-05	4.85E-05	1.23E-05
"Ins3:U3:R(5,9)"	0.000961582	7.67E-05	0.00153903	0.001282078	0.001098172	0.000189394	8.45E-05	1.08E-05	0.000373427	2.24E-05	0.000142615	0.000516415	0.000165546	0.00089143	0.000197828	0.000203974	0.000989232	0.000191007	0.001146748	0.000420134	0.002134607	0.000444708	0.000323444	0.000354582	0.000110561	0	0.000702788	0.000380843	0.000193772	5.07E-05	0.004631358	0.000406838	0.000826354	0.000469067	0.002699352	2.03E-05	0.005977924	5.75E-05	0.006509374	0.00021095	0.00588864	0.002149327	0	0	0.001572131	0.00089922	0.000126903
Ins4:U1:R1	6.42E-06	5.47E-07	4.19E-06	3.05E-06	8.06E-06	2.07E-06	5.25E-05	3.15E-05	7.83E-06	8.17E-05	7.51E-06	3.81E-05	2.31E-05	1.35E-06	4.74E-05	1.79E-05	0.000124616	2.41E-07	0.000101542	0.00022598	8.99E-08	1.17E-06	2.08E-05	0.000117629	6.85E-05	0.00050547	3.49E-05	0.000245801	1.45E-05	1.96E-05	4.12E-07	0.000160829	6.11E-05	9.32E-05	0.000158	3.38E-06	9.69E-06	1.30E-08	1.65E-05	5.07E-06	9.70E-08	2.52E-05	0	0	2.02E-05	1.99E-06	1.53E-07
Ins4:U1:R2	1.09E-05	2.36E-05	8.51E-07	2.25E-06	0	4.96E-06	7.73E-05	5.04E-06	1.22E-05	0.000291479	1.24E-06	0	2.18E-05	1.54E-07	2.09E-05	7.97E-06	0.000200231	3.86E-07	4.55E-05	0.000333526	5.93E-05	8.33E-06	2.60E-05	6.48E-05	1.42E-05	0	2.49E-05	0.000117264	1.40E-07	2.64E-05	2.82E-07	6.59E-05	4.93E-06	0.000128954	0.000155892	0	4.59E-06	3.84E-06	4.99E-06	4.66E-06	4.99E-07	3.83E-06	0	0	1.55E-05	7.39E-06	0
Ins4:U1:R3	2.13E-05	6.32E-06	2.39E-05	1.01E-05	1.13E-08	5.04E-06	0.000122989	7.21E-05	9.69E-05	0.000236009	1.26E-05	8.25E-05	1.41E-05	5.58E-06	7.46E-05	2.26E-05	0.00064048	1.16E-06	0.000168209	0.002843475	9.89E-07	2.12E-06	0.000101761	0.001026423	0.00020288	0	3.68E-05	0.000591436	0.000120352	4.87E-05	1.52E-07	0.000336264	0.000112046	4.29E-05	0.00154413	3.38E-06	1.72E-05	5.20E-08	9.22E-06	4.95E-06	2.77E-08	2.42E-05	0	0	5.96E-05	0	8.95E-08
Ins4:U1:R4	9.57E-06	6.87E-07	1.06E-05	1.08E-05	0	1.70E-05	5.62E-05	1.12E-05	1.07E-05	0.000141098	1.44E-05	0	9.42E-05	1.33E-07	4.65E-05	2.99E-05	0.000795639	6.23E-06	0.000140549	0.000229833	7.11E-05	7.32E-06	0.000130466	7.20E-05	0.000113406	0	8.34E-05	0.00034562	6.49E-05	2.10E-05	1.82E-06	0.000133191	6.94E-05	5.28E-05	0.000105783	0	1.03E-05	1.69E-07	1.93E-05	1.04E-05	2.45E-06	1.62E-05	0	0	1.85E-05	1.04E-05	2.92E-06
"Ins4:U1:R(5,9)"	2.23E-05	2.27E-05	5.01E-05	1.74E-05	3.48E-06	3.95E-05	9.78E-05	5.90E-05	6.75E-05	0.00014445	1.71E-05	5.47E-05	0.000206145	2.61E-06	5.34E-05	2.49E-05	0.001614652	1.45E-06	0.0002207	0.000550758	3.90E-05	1.07E-05	8.96E-05	0.000302263	0.000159932	0	0.000121213	0.000680695	6.49E-05	5.74E-05	1.20E-06	0.000163561	4.89E-05	0.000215637	0.000170432	6.75E-06	0.00019816	1.69E-07	0.001060935	8.39E-06	7.35E-07	5.06E-05	0	0	0.00076701	1.81E-05	6.60E-06
Ins4:U2:R1	1.18E-05	6.31E-05	5.74E-06	6.22E-06	1.73E-06	6.88E-06	3.97E-05	1.44E-05	7.24E-05	5.14E-05	2.07E-07	1.57E-05	4.31E-05	7.56E-06	1.37E-05	1.36E-05	0.000269403	2.90E-07	1.71E-05	6.75E-05	8.30E-05	5.76E-06	5.06E-05	0.000205938	4.52E-05	0	0.000182246	9.14E-05	6.30E-07	2.50E-05	0	0.000111978	5.51E-05	8.65E-05	0.000158421	0	2.24E-05	2.48E-05	2.59E-05	1.12E-05	0	1.86E-05	0	0	3.99E-05	0	2.41E-08
Ins4:U2:R2	3.64E-05	1.79E-05	5.42E-05	2.81E-05	3.63E-05	1.42E-05	0.000105975	3.25E-05	0.000318272	0.000565202	0.000192216	6.79E-05	5.77E-05	7.60E-06	6.17E-05	0.000179994	0.000756446	3.23E-06	0.000300947	0.000197072	7.07E-05	0.004636443	0.00010518	0.000344481	0.000237108	0.00036105	7.31E-05	0.000413425	0.000186724	0.001831587	5.96E-06	0.000103001	2.74E-05	0.000244102	0.000206424	3.38E-06	0.000221255	3.77E-06	3.72E-05	3.23E-05	7.14E-06	0.000103715	0	0	4.05E-05	0.000200778	2.80E-07
Ins4:U2:R3	1.47E-05	2.13E-05	1.83E-05	1.39E-05	8.34E-06	4.76E-06	6.77E-05	8.04E-06	0.000316506	0.000118917	2.30E-05	6.17E-05	2.91E-05	7.91E-06	3.38E-05	4.94E-05	0.000310317	1.50E-06	8.64E-05	3.05E-05	0.000245026	0.002146546	0.000136043	0.00030728	0.000190262	0.00021663	0.000105881	0.000129588	0.000238603	3.18E-05	5.32E-05	0.000180525	4.90E-05	0.000156673	0.000276594	0	0.000298109	4.62E-05	0.000181318	1.45E-05	6.80E-05	7.39E-05	0	0	2.68E-05	1.59E-05	3.40E-07
Ins4:U2:R4	1.83E-05	6.44E-06	1.07E-05	1.24E-05	3.46E-06	1.44E-05	4.86E-05	1.37E-05	0.000150917	3.37E-05	6.52E-06	8.00E-06	6.71E-06	1.93E-05	1.10E-05	2.98E-05	6.36E-05	4.83E-07	4.78E-05	5.47E-05	6.51E-05	0.001364297	6.22E-05	0.000322612	0.000109947	0	4.35E-05	4.85E-05	8.81E-05	3.11E-05	4.90E-05	0.000157541	3.59E-05	0.000247231	0.000260073	0	0.000422369	1.04E-07	0.000631734	6.74E-06	5.72E-05	2.58E-05	0	0	2.08E-05	1.44E-06	3.90E-06
"Ins4:U2:R(5,9)"	3.84E-05	2.40E-05	7.48E-05	7.69E-05	0.000109259	0.000153393	0.000114735	1.17E-05	0.000270819	7.53E-06	6.28E-06	2.15E-05	0.000184629	0.000440319	0.00010488	1.83E-05	0.000347464	1.01E-06	8.76E-05	0.00012992	8.14E-05	0.00071017	0.000528977	0.000781912	0.000272365	3.61E-05	0.000227685	0.000441574	0.000179956	2.43E-05	0.000823857	0.000226433	8.02E-05	0.000240973	0.001087158	0	0.004921019	9.74E-06	0.021277598	3.74E-05	0.001053481	0.000371211	0	0	4.29E-05	2.89E-06	5.37E-05
Ins4:U4:R1	0.000383522	0.000149288	0.001961955	0.000463266	0.000105498	2.27E-05	0.001444134	0.00034206	0.000665847	0.002171462	0.00343398	0.003295622	0.000273757	5.54E-05	0.000601524	0.001222603	0.023231145	0.000388191	0.001992164	0.004384463	0.001739994	0.121489408	0.000220574	0.005433799	0.002398043	0.00115536	0.001337657	0.005462984	0.001341093	0.000713711	0.000107492	0.000549652	0.001562576	0.003082275	0.001262353	0.003106912	0.000344096	0.00010832	0.000143738	3.56E-05	0.000133418	0.00192241	0	0	0.001704929	0.002134717	3.31E-06
Ins4:U4:R2	0.00020971	1.79E-05	0.000154489	5.43E-05	1.96E-05	2.31E-05	0.000136972	4.54E-05	0.000238673	0.000273465	0.0001271	0.000427592	0.000415354	2.72E-05	6.93E-05	0.000162537	0.002168052	8.20E-07	0.000244984	0.000361163	5.55E-05	0.003173862	0.000110878	0.000884101	0.000163913	0.00014442	0.000185272	0.000248244	4.28E-05	0.00179847	5.65E-05	0.000129212	0.000203459	0.000448124	0.000687924	6.75E-06	0.000139642	1.73E-05	0.000134662	1.92E-05	7.19E-05	0.000303266	0	0	0.000321572	4.17E-05	7.85E-06
Ins4:U4:R3	3.84E-05	2.59E-05	0.000166124	5.53E-05	4.95E-05	1.19E-05	0.00014818	1.53E-05	0.000177307	5.12E-06	3.88E-05	2.93E-05	0.000104435	1.66E-05	2.36E-05	0.000145745	0.000469146	9.65E-07	0.000132224	8.15E-05	0.000376604	1.96E-06	0.000182386	0.000191857	0.000206426	3.61E-05	0.000194212	0.000402078	3.92E-05	3.92E-05	0.00036137	0.000242812	8.01E-05	0.000235761	0.001176209	1.01E-05	0.000337532	3.89E-05	0.000472113	4.15E-05	0.00045588	0.000336468	0	0	6.73E-05	5.77E-05	1.65E-05
Ins4:U4:R4	0.000139843	5.98E-05	0.000445258	0.00013556	0.000184601	4.95E-05	7.28E-05	1.52E-05	0.000634874	1.31E-05	5.46E-05	0.000264724	7.73E-05	3.91E-05	3.98E-05	0.000146465	0.000389407	5.79E-07	0.000338362	0.000192217	0.000671852	5.03E-06	0.000130253	0.000439838	0.000172694	0	0.000238135	0.000232494	0.000116081	5.88E-05	0.00091446	6.87E-05	0.000118224	0.00043332	0.001536502	2.03E-05	0.000697244	4.48E-05	0.000826381	6.47E-05	0.001150069	0.00070114	0	0	2.74E-05	0.000329074	1.89E-05
"Ins4:U4:R(5,9)"	0.001004909	6.31E-05	0.001465379	0.00090575	0.000263705	0.000118561	7.17E-05	1.66E-05	0.001388547	8.89E-05	0.000228214	0.000756638	0.000143363	0.000166224	7.03E-05	0.000223057	0.000477494	1.59E-06	0.001564474	0.000142555	0.00109613	4.75E-06	0.000344933	0.000186248	0.000288384	0.000108315	0.000499632	0.000661215	0.000491326	4.26E-05	0.002313739	0.000716951	6.00E-05	0.000488264	0.003150213	1.69E-05	0.00233245	1.76E-05	0.001255611	5.32E-05	0.002876336	0.001506086	0	0	0.000121483	0.00135619	3.87E-05
"Ins(5,):U1:R1"	1.07E-05	8.27E-07	9.61E-07	8.32E-06	0	1.36E-06	2.69E-05	4.21E-06	2.77E-05	3.64E-05	8.90E-07	0	5.50E-05	1.09E-06	5.41E-05	7.88E-06	0.000319812	1.93E-07	4.95E-05	4.91E-05	0	0.000242665	3.80E-05	0.000196994	0.001252877	0	0.000189243	0.000208937	0.00016649	0.000125035	3.25E-08	0.001396295	0.000168127	9.49E-05	0.000191462	0	2.26E-05	0	1.60E-05	4.77E-06	4.16E-08	1.88E-05	0	0	0.000440673	1.24E-06	1.43E-07
"Ins(5,):U1:R2"	7.28E-06	3.32E-07	9.55E-07	4.69E-06	0	1.74E-06	4.07E-05	3.74E-06	7.98E-06	0.000190785	8.16E-07	0	9.21E-05	2.03E-07	3.42E-05	1.02E-05	8.84E-05	4.83E-08	1.92E-05	4.86E-05	0	0.000227076	0.000102785	0.000183464	0.000392037	0	5.73E-05	0.000133476	5.58E-05	2.84E-05	2.11E-06	0.000701233	6.01E-05	0.000139136	0.000483608	0	3.21E-06	0	5.02E-06	3.57E-06	1.52E-06	1.95E-05	0	0	0.000122078	0	7.10E-09
"Ins(5,):U1:R3"	1.22E-05	1.22E-06	3.21E-06	7.10E-06	0	4.82E-08	5.93E-05	6.08E-06	5.91E-05	0.000194337	1.05E-06	1.80E-05	3.38E-05	2.88E-07	3.15E-05	9.93E-06	0.000107694	3.86E-07	4.66E-05	0.000141615	0	1.40E-06	6.57E-05	0.000119781	0.00027537	0.00014442	0.000113121	0.000131146	2.41E-05	2.84E-05	3.14E-07	0.000163321	0.000177526	6.75E-05	0.000293241	9.46E-05	1.87E-05	0	2.67E-05	3.72E-06	1.52E-07	3.19E-05	0	0	1.91E-05	0	5.68E-09
"Ins(5,):U1:R4"	1.30E-05	5.56E-06	3.28E-06	7.85E-06	2.22E-06	7.67E-06	2.70E-05	4.57E-05	0.000120951	0.000166624	8.14E-06	9.79E-06	7.73E-05	1.72E-06	2.50E-05	9.72E-06	0.000160724	2.41E-07	2.53E-05	0.000705865	3.21E-06	4.08E-06	3.87E-05	0.00021846	0.000111905	0.000180525	0.0002035	0.000108194	5.13E-07	7.43E-05	2.93E-07	6.99E-05	6.32E-05	7.87E-05	0.00019555	0	6.05E-05	2.60E-08	6.01E-06	4.07E-06	6.51E-07	2.01E-05	0	0	0.000188179	2.96E-06	3.75E-07
"Ins(5,):U1:R(5,9)"	1.56E-05	1.26E-05	2.25E-05	2.04E-05	6.31E-07	1.52E-05	7.81E-05	1.91E-05	0.000288279	9.54E-05	5.81E-06	0.000107701	0.000355404	5.50E-06	7.76E-05	2.63E-05	0.000409328	5.79E-07	0.000121632	0.000419634	7.17E-05	3.63E-06	6.18E-05	0.000409012	9.62E-05	0.00079431	0.000160526	0.000298846	3.46E-05	5.61E-05	2.95E-06	0.000291182	0.000254137	0.000469572	0.000406568	0.000206002	0.000764787	1.21E-05	0.000146489	9.84E-06	3.48E-06	9.57E-05	0	0	5.54E-05	6.10E-06	2.17E-07
"Ins(5,):U2:R1"	1.66E-05	5.06E-07	6.01E-07	8.43E-06	0	1.77E-06	5.10E-05	7.08E-06	3.33E-05	4.95E-06	1.46E-06	4.90E-06	6.27E-05	7.61E-06	1.88E-05	9.60E-06	0.000107228	4.83E-08	2.98E-05	4.31E-05	0	1.79E-06	0.000139998	0.000115639	0.000169342	0	3.57E-05	4.97E-05	6.15E-05	5.61E-05	0	6.69E-05	0.000116988	3.69E-05	0.000379637	0	1.11E-05	0	1.07E-05	5.79E-06	5.54E-08	1.92E-05	0	0	2.62E-05	0	1.28E-08
"Ins(5,):U2:R2"	1.07E-05	2.85E-07	5.04E-07	5.52E-06	0	6.76E-06	1.00E-05	2.78E-06	5.98E-05	9.30E-05	1.06E-05	0	5.06E-06	2.02E-05	2.38E-06	9.24E-06	7.98E-05	3.38E-07	2.00E-05	8.08E-06	0	9.50E-07	6.42E-05	5.68E-05	5.61E-05	0.00028884	3.09E-05	2.37E-05	5.68E-05	8.79E-05	0	5.27E-05	1.42E-05	1.63E-05	3.79E-05	0	1.77E-05	0	4.82E-05	3.79E-06	0	1.48E-05	0	0	2.68E-05	0	1.58E-07
"Ins(5,):U2:R3"	1.21E-05	7.92E-07	3.30E-06	6.04E-06	0	2.36E-05	6.61E-06	3.72E-06	0.000149868	5.27E-05	1.90E-06	2.56E-05	2.41E-05	1.24E-05	1.61E-05	2.54E-05	8.96E-05	3.86E-07	5.64E-05	1.03E-05	1.65E-06	4.25E-06	4.69E-05	5.70E-05	8.12E-05	0.000469365	2.21E-05	7.83E-05	0.000186327	1.76E-05	1.52E-07	0.000174925	3.15E-06	6.46E-05	0.000214305	2.36E-05	7.91E-05	7.80E-08	6.29E-05	3.05E-06	5.54E-08	1.29E-05	0	0	0.000491887	0	2.39E-07
"Ins(5,):U2:R4"	1.22E-05	6.98E-07	1.91E-06	3.23E-06	0	1.42E-05	6.68E-06	4.07E-06	0.000110958	1.04E-05	2.28E-06	1.31E-05	2.94E-05	9.88E-06	3.86E-06	1.98E-05	0.00033497	4.83E-08	5.69E-05	3.81E-05	0	1.90E-06	9.56E-05	6.44E-05	5.67E-05	0	4.88E-05	5.49E-05	2.94E-05	2.77E-05	8.67E-08	4.71E-05	0.000173473	0.000169214	8.77E-05	0	5.40E-05	0	0.000224768	4.05E-06	4.57E-07	6.31E-06	0	0	1.61E-05	0	0
"Ins(5,):U2:R(5,9)"	3.14E-05	1.69E-06	8.00E-06	3.32E-05	1.57E-05	4.13E-05	6.73E-05	4.95E-05	0.000228197	1.00E-05	3.30E-06	3.97E-06	8.89E-05	0.000131439	0.0002664	9.98E-06	0.000651253	1.16E-06	6.68E-05	0.000184404	1.19E-05	5.42E-06	0.000233458	0.002405988	0.000869651	0	0.000148041	0.000604259	0.000111857	4.33E-05	0	0.000163035	0.00032771	0.000471775	0.001284521	0	0.0008381	9.10E-07	0.007729248	1.90E-05	0	9.49E-05	0	0	8.28E-05	0	3.49E-07
"Ins(5,):U(3,):R1"	0.00185557	0.000871085	0.008059664	0.002793558	7.52E-05	2.14E-05	0.006202031	0.001432891	0.002008294	0.009007534	0.014705743	0.019506029	0.011330378	4.92E-05	0.003781247	0.007859939	0.180250774	0.001332948	0.008087605	0.01813139	0.028314134	0.004620407	0.000385755	0.020697168	0.007607689	0.000685995	0.004653617	0.011722043	0.007808631	0.014155263	0.000663552	0.000688562	0.002538999	0.003907631	0.005780238	3.38E-05	0.000871914	0.000478186	0.00027236	6.34E-05	0.000837656	0.004793983	0	0	0.010034247	0.005478415	4.65E-05
"Ins(5,):U(3,):R2"	0.000234168	1.48E-05	0.000368107	0.000134996	1.01E-05	5.74E-05	0.000243181	5.20E-05	0.000115831	0.00020921	0.00033944	0.000639526	0.001279027	4.97E-05	0.000238085	0.000375067	0.004046856	0.000391425	0.000816245	0.000344241	0.000184077	0.000494158	0.000101029	0.000786148	0.000431596	0.00021663	0.000286388	0.00013831	0.00022131	8.31E-05	0.000104337	0.000512031	0.000232302	0.000277743	0.00280543	1.35E-05	0.000233804	3.88E-05	0.000152445	2.42E-05	0.000132752	0.000424637	0	0	7.62E-05	8.72E-05	5.75E-07
