MutationType	CPCT02060013T	CPCT02100026T	CPCT02070020T	CPCT02030269T	CPCT02010944TIII	CPCT02020867T	CPCT02070272T	CPCT02020648T	CPCT02020362T	CPCT02440020T	CPCT02210077T	CPCT02070445T	CPCT02020894T	CPCT02020896T	CPCT02140101T	CPCT02210040T	DRUP01010020T	CPCT02020902T	CPCT02070443T	CPCT02080295T	CPCT02020916T	CPCT02020915T	CPCT02160036T	CPCT02120184T	CPCT02050315T	CPCT02120182T	CPCT02020940T	CPCT02010712T	CPCT02070294T	CPCT02070299T	CPCT02050437T	CPCT02050436T	CPCT02020952T	CPCT02020642TII	CPCT02020958T	CPCT02020684T	WIDE01010111T	CPCT02020958TII	CPCT02020972T	CPCT02020971T	CPCT02330103T	WIDE01010148T	CPCT02070480T	CPCT02360014T	CPCT02140107T	CPCT02070485T	WIDE01010202T	CPCT02020583TII	CPCT02020703T	CPCT02020973T	CPCT02020940TII	WIDE01010230T	CPCT02320002T	CPCT02050351T	CPCT02020979T	CPCT02080315T	CPCT02120203T	DRUP01050023T	CPCT02020983T	CPCT02140034T	WIDE01010280T	CPCT02020984T	CPCT02070154TII	CPCT02020986T	CPCT02020988T	CPCT02050445T	CPCT02070331T	CPCT02020989T	CPCT02050356T	WIDE01010412T	CPCT02140110T	CPCT02020717T	CPCT02130095T	DRUP01030012T	CPCT02070336T	CPCT02070332T	CPCT02050371T	CPCT02100178T	CPCT02020767T	CPCT02140072T	CPCT02060112T	CPCT02170032T	DRUP01070046T	WIDE01010565T	CPCT02020787T	CPCT02020778T	CPCT02050385T	CPCT02130142T	CPCT02020800T	CPCT02050395T	DRUP01070048T	CPCT02020817T	CPCT02080263T	CPCT02010944T	CPCT02020832T	CPCT02050351TII	CPCT02120168T	CPCT02440016T	CPCT02010935T	CPCT02010963T	CPCT02070401T	CPCT02230056T	CPCT02040169T	CPCT02020859T	CPCT02020633TII	CPCT02020621TII	CPCT02020586T	CPCT02070237T	CPCT02080273T	CPCT02070410T	CPCT02020600T	CPCT02010963TII	CPCT02120056T	CPCT02020840T	CPCT02040164T	CPCT02070244T	CPCT02020619T	CPCT02020633T	CPCT02010663T	CPCT02020614T	CPCT02290020T	CPCT02020632T	CPCT02050103T	CPCT02100072T	CPCT02100076T	CPCT02100077T	CPCT02070154T	CPCT02330034T	CPCT02070156T	CPCT02070162T	CPCT02070172T	CPCT02070188T	CPCT02270003T	CPCT02160026T	CPCT02070149T	CPCT02080119T	CPCT02110041T	CPCT02050216T	CPCT02070194T	CPCT02330046T	CPCT02070204T	CPCT02120020T	CPCT02260007T	CPCT02020583T	CPCT02070041T	CPCT02070043T	CPCT02050086T	CPCT02070044T	CPCT02220005T	CPCT02070057T	CPCT02330015T	CPCT02140037T	CPCT02070096T	CPCT02040064T	CPCT02070094T	CPCT02070102T	CPCT02050124T	CPCT02060073T	CPCT02060082T	CPCT02040105T	CPCT02010665T	CPCT02020629T	CPCT02080164T	CPCT02120080T	CPCT02050289T	CPCT02050297T	WIDE01010621T	WIDE01010461T	CPCT02120204T	CPCT02120206T	WIDE01010518T	CPCT02020991T	WIDE01010609T	CPCT02020993T	WIDE01010723T
4:Ins:R:4	0	1	1	0	0	0	0	0	0	2	0	0	1	1	1	0	46	1	1	2	0	1	1	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	4	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	2	1	0	0	1	0	11	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	2	0	0	2	0	2	0	2	0	0	0	0	0	0	2	2	1	0	1	0	0	5	1	0	1	0	0	1	80	2	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	2	4	0	0	0	0	1	1	0	0	1	2	0	0	0	2	0	0	0	2	2	1	1	2	0	1	0	0	2	0	0	0
4:Ins:R:5	1	0	0	2	1	0	4	2	0	1	1	0	0	1	3	1	27	0	2	1	1	1	0	1	0	1	0	5	1	0	0	1	0	2	0	0	0	0	2	0	0	1	0	2	1	2	2	0	1	1	1	0	2	1	0	2	1	2	0	0	0	2	0	12	2	0	1	0	0	0	0	1	1	5	0	0	0	5	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	2	1	0	1	1	0	2	0	1	1	2	0	1	53	2	2	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	2	2	2	2	0	2	0	1	1	0	1	2	0	0	0	1	1	1	0	1	1	0	3	1	3	0	1	0	1	0	0	1	0	3	1	1	1	2	1	0	4
5:Ins:R:0	41	32	39	29	18	43	83	29	55	27	21	18	11	16	35	17	424	39	19	26	21	18	53	10	39	20	13	79	57	66	31	43	19	89	23	52	22	25	56	12	41	31	21	176	37	28	28	57	115	25	23	18	52	30	14	39	26	81	25	67	12	22	542	389	25	12	21	29	75	24	10	66	29	66	49	59	44	60	47	44	28	26	26	18	29	27	80	62	53	50	90	19	66	37	54	26	20	105	39	41	40	112	65	54	51	65	45	32	568	81	53	40	51	5	71	24	80	29	49	27	46	85	16	12	31	16	57	20	27	33	18	31	22	21	21	25	45	41	42	60	74	64	38	64	179	17	21	28	20	26	39	25	25	24	32	17	29	22	48	26	73	38	121	14	58	36	30	23	22	20	33	53	19	8	40
5:Ins:R:1	8	8	13	7	6	9	54	12	5	13	11	7	12	2	12	9	51	46	6	8	12	5	13	13	6	6	8	25	19	13	6	20	9	69	8	4	29	5	11	4	13	8	7	44	88	12	9	16	14	7	14	5	7	13	7	27	37	7	8	7	4	9	10	41	14	7	7	11	5	7	5	5	8	17	12	40	8	8	2	6	8	3	2	9	7	11	35	8	5	28	15	10	9	6	22	13	9	9	6	15	7	60	12	1	7	6	12	6	61	26	13	13	11	8	12	11	14	9	12	10	4	9	9	2	16	12	10	12	10	5	3	15	3	11	11	14	33	6	2	7	47	19	4	23	13	10	6	5	7	48	12	3	12	5	10	3	9	6	18	7	15	8	14	6	16	7	8	12	4	7	6	13	6	6	14
5:Ins:R:2	3	0	3	1	2	3	3	1	0	2	0	1	1	0	0	0	16	2	0	0	0	0	0	2	0	0	0	2	1	1	0	0	0	3	1	0	5	1	1	1	2	2	1	3	4	4	2	1	0	0	1	1	0	0	1	2	0	0	0	0	0	1	1	10	1	1	0	1	0	0	0	1	0	3	1	1	0	1	0	0	0	0	0	0	2	1	2	1	0	2	1	0	0	2	0	0	0	1	1	0	1	1	1	1	0	0	0	1	20	1	1	0	0	0	0	0	2	0	0	2	0	2	0	3	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	3	2	1	2	6	1	1	0	0	2	1	0	0	0	1	0	1	0	2	1	0	1	0	1	2	0	1	1	1	1	1	3	0	0	1
5:Ins:R:3	1	0	0	0	1	0	3	1	1	0	0	0	1	0	0	0	8	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	6	1	0	1	1	0	2	0	1	0	0	1	1	0	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	1	0	0	1	12	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1
5:Ins:R:4	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
5:Ins:R:5	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2:Del:M:1	41	8	29	9	14	11	22	13	13	11	9	9	4	12	24	12	277	20	10	11	14	11	10	19	11	8	18	19	14	12	11	21	20	19	11	4	19	10	14	6	13	25	6	14	19	27	9	11	14	12	23	4	15	12	8	13	20	8	5	16	5	13	14	197	17	8	8	5	3	12	0	32	1	39	78	6	15	15	6	16	10	10	4	29	78	18	17	11	5	21	11	8	8	14	11	15	6	7	7	19	9	58	48	9	9	6	13	19	391	25	16	16	12	6	18	38	14	8	13	16	6	24	10	7	16	9	13	226	8	4	11	19	13	15	15	25	24	4	4	11	32	19	8	15	42	18	7	4	6	24	17	6	7	12	25	17	22	4	20	7	11	8	23	5	5	7	10	7	13	5	21	20	19	3	14
3:Del:M:1	19	2	6	4	2	5	10	4	1	1	3	2	2	1	4	0	24	2	1	0	6	3	1	9	1	3	3	3	1	5	3	5	1	10	3	3	5	2	6	1	1	3	6	7	6	2	1	2	3	1	5	0	10	2	0	7	6	2	2	3	3	4	21	30	5	0	0	1	1	4	2	19	1	5	70	2	1	2	1	2	1	1	2	20	1	4	8	3	2	4	1	3	1	2	1	4	3	0	6	3	2	11	13	1	4	2	1	7	43	14	4	3	3	1	9	8	2	1	9	5	1	5	1	0	4	1	19	8	3	1	2	2	1	10	1	3	4	3	2	4	15	7	3	4	9	21	1	1	1	7	5	5	7	3	3	2	6	0	5	0	8	4	4	3	5	2	2	1	0	1	14	5	4	2	4
3:Del:M:2	22	3	7	2	3	7	13	5	5	5	4	5	7	4	7	2	105	11	4	3	6	4	2	7	3	3	5	9	7	2	4	7	5	16	3	1	12	2	8	1	13	13	2	25	6	6	9	10	7	3	8	3	6	3	4	8	8	3	3	7	4	4	12	86	11	2	2	5	5	7	5	14	2	12	50	3	9	9	6	5	10	3	2	13	8	3	9	0	3	9	4	5	3	3	5	6	3	4	10	5	4	22	15	1	6	5	2	15	209	17	10	6	2	3	12	18	6	6	6	5	2	13	7	2	4	2	11	16	7	3	11	13	1	8	6	11	19	2	3	7	12	4	1	9	7	17	1	2	2	15	7	2	8	2	10	4	6	1	11	3	8	0	16	4	4	2	3	1	5	6	13	8	6	5	8
4:Del:M:1	30	1	3	2	3	7	9	0	2	2	1	1	2	2	4	1	70	8	3	1	3	1	4	6	3	3	2	2	5	5	4	3	8	18	2	0	3	1	3	3	3	8	0	9	9	1	5	2	5	4	4	0	5	4	1	10	7	1	4	5	1	1	15	86	1	1	1	1	1	6	3	14	5	6	52	4	5	6	1	10	1	0	2	15	3	8	8	1	7	6	2	3	0	4	1	5	0	3	4	6	3	17	29	2	5	3	2	5	95	19	3	4	2	2	13	11	7	2	6	7	5	6	4	0	9	0	11	8	2	1	8	8	3	6	7	6	9	3	3	4	13	5	2	4	24	12	2	0	0	4	7	0	2	3	2	6	2	1	6	2	10	3	12	2	3	1	3	2	4	1	14	6	8	3	6
4:Del:M:2	20	0	3	2	5	4	7	2	4	2	6	3	4	3	8	1	29	14	5	4	3	0	3	9	1	0	2	5	5	3	3	1	5	15	3	0	7	3	6	3	7	3	2	22	3	5	5	5	4	6	2	0	5	3	2	3	4	2	4	3	3	2	7	18	7	1	2	0	2	1	2	14	1	6	43	3	3	6	2	1	1	1	2	12	4	4	6	4	3	7	5	5	2	3	5	7	3	4	4	8	1	12	11	4	6	2	1	14	66	16	6	8	2	0	8	7	6	3	5	1	6	12	6	2	4	3	7	19	6	3	4	8	2	2	8	9	14	3	3	5	12	5	1	2	5	4	4	0	4	6	3	0	1	2	2	9	6	2	11	2	13	4	19	4	4	2	1	4	1	3	13	5	7	0	9
4:Del:M:3	11	0	5	3	3	4	7	4	4	10	1	4	5	4	8	6	86	6	8	9	11	3	2	4	5	3	1	6	17	7	4	5	5	11	6	5	2	7	8	3	5	4	4	17	3	15	4	9	4	3	3	1	6	3	4	3	5	2	2	4	4	4	11	39	10	0	3	3	5	5	2	5	1	13	15	2	3	9	1	6	2	1	4	7	5	5	11	9	6	11	6	3	2	4	7	6	0	5	2	4	3	18	12	2	4	3	9	13	103	20	7	2	2	3	15	11	6	2	6	6	3	14	1	3	3	5	9	29	7	7	5	4	2	4	13	6	14	2	5	6	11	4	2	7	7	8	2	0	3	10	5	2	1	3	10	9	6	3	12	1	9	3	12	5	1	2	5	3	4	3	9	9	7	0	9
5:Del:M:1	185	11	31	16	13	63	181	26	25	33	12	8	16	12	35	5	98	103	8	15	20	9	14	71	9	16	21	17	14	18	17	49	22	300	9	21	41	10	29	7	24	29	18	199	210	32	14	29	45	12	21	9	39	9	17	92	110	11	10	34	12	21	210	132	24	8	5	14	12	32	7	109	10	37	741	110	21	27	15	31	9	8	20	236	17	30	38	25	19	37	26	4	10	14	18	17	23	20	33	23	11	247	214	17	28	27	22	37	158	133	31	18	23	15	135	51	39	14	68	19	19	28	19	11	68	20	148	49	22	15	41	52	15	49	36	33	37	14	16	36	190	29	13	30	54	84	6	11	11	28	35	15	19	13	26	19	22	7	22	18	113	37	136	6	56	3	19	12	16	8	84	16	65	9	37
5:Del:M:2	100	25	29	7	14	110	128	15	8	22	9	11	9	4	26	3	26	59	18	13	17	3	12	47	10	10	14	16	13	14	24	30	10	264	12	9	38	10	33	6	18	20	19	362	122	32	16	15	28	8	15	4	22	14	10	59	69	11	9	19	10	17	110	22	21	11	7	15	14	31	7	62	13	21	457	54	20	30	6	23	10	3	14	139	16	13	30	15	11	45	10	0	3	17	20	17	12	28	26	18	6	131	129	7	19	12	19	21	35	142	16	20	7	9	83	27	65	10	62	21	7	27	13	11	35	13	81	38	19	12	38	22	6	30	79	20	32	4	12	16	104	21	5	19	2	51	10	9	13	30	42	14	21	8	24	8	23	7	17	8	238	38	261	7	39	5	21	16	10	8	60	19	46	8	37
5:Del:M:3	52	8	30	4	7	66	66	13	7	10	8	1	4	3	17	3	41	42	9	10	9	3	8	13	3	9	4	14	4	8	15	17	10	179	6	2	49	7	23	8	12	13	17	318	48	21	10	11	14	9	4	2	15	4	17	33	38	4	3	8	8	3	60	28	13	5	4	4	11	13	4	37	12	12	224	30	7	19	4	8	3	2	4	65	12	14	20	9	8	35	11	3	5	10	11	11	5	16	8	14	10	81	78	10	22	8	17	11	56	101	12	11	6	14	34	15	37	16	30	14	7	16	4	9	22	5	50	24	11	7	16	26	4	14	53	16	22	3	3	15	54	15	3	17	10	21	2	5	6	10	21	10	12	3	15	10	18	1	7	9	176	30	205	8	27	6	12	5	11	5	40	7	35	6	27
5:Del:M:4	22	1	18	6	4	46	35	7	1	9	7	2	3	4	6	0	15	22	14	8	7	0	1	9	3	1	0	6	1	7	9	7	7	88	0	2	29	0	10	3	9	7	6	191	19	11	3	5	6	6	1	2	8	5	11	14	15	6	0	3	5	6	23	17	5	2	0	1	5	11	3	12	6	8	90	9	5	9	3	7	2	0	5	27	4	14	13	6	8	17	1	2	3	4	7	8	3	7	2	2	5	38	21	5	11	5	8	13	25	47	5	1	2	0	21	12	24	1	18	8	1	7	7	2	9	2	16	13	7	4	15	12	4	4	39	14	16	2	5	8	23	11	3	8	2	12	3	0	5	8	13	1	9	3	4	3	11	1	10	7	85	27	102	4	13	5	6	2	9	2	23	8	11	4	17
5:Del:M:5	21	1	20	7	8	26	68	14	6	10	9	4	5	2	7	1	30	22	8	7	4	6	11	13	1	9	5	5	3	6	16	5	9	115	7	4	19	6	12	2	4	8	6	135	53	16	6	7	7	4	7	6	10	3	9	26	37	7	6	7	1	8	11	46	11	5	5	8	6	12	3	22	7	4	52	26	7	17	4	4	4	2	3	21	11	6	14	5	1	25	7	4	2	5	7	5	5	4	8	7	8	72	20	5	14	6	9	7	53	52	8	9	2	4	20	9	31	11	18	12	2	9	9	2	8	4	9	14	15	4	12	15	3	4	30	14	14	3	3	7	21	7	3	8	11	12	4	6	3	16	14	6	6	0	9	3	7	0	14	7	92	24	98	3	10	9	10	2	4	4	12	13	7	3	16
