MutationType	CPCT02070032T	CPCT02060045T	CPCT02020310T	CPCT02020323T	CPCT02140007T	CPCT02140011T	CPCT02020348T	CPCT02020357T	CPCT02020351T	CPCT02140020T	CPCT02010399T	CPCT02020370T	CPCT02140023T	CPCT02140022T	CPCT02020378T	CPCT02010415T	CPCT02070021T	CPCT02070024T	CPCT02020380T	CPCT02070023T	CPCT02020386T	CPCT02020387T	CPCT02020388T	CPCT02040046T	CPCT02070036T	CPCT02070035T	CPCT02020394T	CPCT02140026T	CPCT02140029T	CPCT02140030T	CPCT02020656TII	CPCT02011011T	CPCT02070269T	CPCT02330130T	CPCT02070256T	CPCT02070425T	CPCT02080281T	CPCT02070270T	CPCT02390037T	CPCT02140098T	CPCT02020888T	CPCT02340055T	CPCT02070430T	CPCT02050418T	CPCT02340108T	CPCT02100137T	CPCT02070433T	CPCT02070264T	CPCT02070420T	DRUP01070028TII	CPCT02080180T	CPCT02070446T	CPCT02020704TII	CPCT02220031T	DRUP01070071T	CPCT02140102T	CPCT02070280T	CPCT02100194T	CPCT02070268T	CPCT02011043T	CPCT02070449T	CPCT02340056T	CPCT02070450T	CPCT02220069T	CPCT02070452T	DRUP01070038T	CPCT02150043T	CPCT02090033T	CPCT02070426T	CPCT02150047T	CPCT02070125T	CPCT02190054T	CPCT02130169T	CPCT02020918T	CPCT02070459T	CPCT02140055T	DRUP01070028T	CPCT02160061T	CPCT02020656T	CPCT02020931T	CPCT02070106T	CPCT02070289T	CPCT02210043T	CPCT02010753T	CPCT02020924T	CPCT02070293T	CPCT02020938T	CPCT02200006T	CPCT02020658T	CPCT02070292T	CPCT02070055TII	CPCT02070466T	CPCT02070454T	CPCT02010762T	CPCT02260016T	CPCT02350020T	CPCT02070295T	CPCT02020942T	CPCT02140060T	CPCT02310008T	CPCT02070300T	CPCT02160062T	CPCT02070473T	CPCT02070468T	CPCT02300052T	CPCT02070301T	CPCT02430002T	CPCT02070474T	CPCT02070472T	DRUP01070036T	CPCT02150052T	CPCT02070307T	CPCT02330099T	CPCT02070263T	DRUP01050020T	CPCT02020678T	CPCT02020673T	WIDE01010113T	CPCT02050442T	CPCT02020968T	CPCT02020970T	CPCT02060294T	CPCT02070478T	CPCT02140065T	CPCT02210085T	CPCT02390044T	CPCT02050443T	CPCT02070306T	CPCT02070481T	CPCT02070482T	DRUP01140005T	CPCT02220082T	CPCT02020687T	CPCT02070484T	CPCT02020686T	CPCT02070486T	CPCT02070483T	CPCT02070487T	CPCT02040342T	CPCT02020977T	CPCT02070312T	CPCT02040343T	CPCT02290031T	CPCT02150008T	CPCT02370013TII	CPCT02100202T	CPCT02100203T	CPCT02070466TII	WIDE01010214T	WIDE01010215T	WIDE01010234T	CPCT02110083T	CPCT02070315T	DRUP01070026TII	CPCT02020981T	CPCT02140067T	CPCT02350003T	CPCT02070490T	WIDE01010283T	CPCT02020982T	CPCT02020975T	WIDE01010323T	CPCT02070208T	CPCT02070064TII	CPCT02140041TIV	CPCT02020704T	CPCT02040249T	CPCT02020924TII	WIDE01010383T	CPCT02070335T	CPCT02230091T	CPCT02230102T	DRUP01050049T	CPCT02020715T	CPCT02340086T	CPCT02020731T	CPCT02370027T	WIDE01010246T	CPCT02070139T	CPCT02070318T	CPCT02290038T	CPCT02070147TII	WIDE01010453T	DRUP01070042T	CPCT02030488T	CPCT02010840T	CPCT02070339T	CPCT02070338T	CPCT02230108T	CPCT02030380TII	CPCT02070345T	CPCT02070350T	CPCT02010875T	CPCT02010877T	CPCT02070359T	CPCT02070307TII	CPCT02010885T	CPCT02010857T	CPCT02090058T	WIDE01010611T	CPCT02070364T	CPCT02140075T	CPCT02010889T	CPCT02060249T	CPCT02020760T	CPCT02020780T	CPCT02070367T	CPCT02050389T	CPCT02070368T	CPCT02150019T	CPCT02300046T	CPCT02070130T	CPCT02070362T	CPCT02070361T	CPCT02140041TIII	CPCT02140081T	CPCT02020804T	CPCT02040280T	CPCT02070370T	CPCT02040283T	CPCT02050108T	CPCT02050391T	CPCT02130146T	CPCT02070378T	CPCT02070383T	CPCT02070379T	CPCT02340099T	CPCT02070274T	CPCT02070388T	CPCT02010361T	CPCT02070389T	CPCT02330125T	CPCT02070391T	CPCT02020827T	CPCT02150031T	DRUP01070052T	CPCT02010947T	DRUP01070020TII	DRUP01010097T	CPCT02030545T	CPCT02140086T	CPCT02070395T	CPCT02440017T	CPCT02040294T	CPCT02070392T	CPCT02070107TII	CPCT02010958T	CPCT02100189T	CPCT02080078TII	CPCT02020847T	DRUP01070055T	CPCT02010654T	CPCT02010973T	CPCT02070130TII	CPCT02070064TIII	CPCT02070196T	CPCT02070398T	CPCT02010971T	DRUP01070057T	CPCT02050268T	CPCT02020678TII	CPCT02010978T	CPCT02210074T	CPCT02070402T	CPCT02070236T	CPCT02070217T	DRUP01010040T	CPCT02010692TII	CPCT02030380T	CPCT02220064T	CPCT02020596T	CPCT02011000T	CPCT02010998T	CPCT02070409T	CPCT02011002T	CPCT02040295T	CPCT02330129T	CPCT02040280TII	CPCT02020610T	CPCT02011003T	CPCT02070211T	CPCT02120057T	CPCT02070218T	CPCT02070416T	CPCT02210075T	CPCT02070415T	CPCT02011010T	CPCT02011012T	CPCT02070092T	CPCT02011005T	CPCT02140050T	CPCT02070235T	CPCT02340038T	CPCT02020620T	CPCT02140041TII	CPCT02070223T	CPCT02070229T	CPCT02070206T	CPCT02230052T	CPCT02140054T	CPCT02020628T	CPCT02140052T	CPCT02020560T	CPCT02070233T	CPCT02070234T	CPCT02070148T	CPCT02070142T	CPCT02070133T	CPCT02070145T	CPCT02070143T	CPCT02070141T	CPCT02010537T	CPCT02070140T	CPCT02330029T	CPCT02070158T	CPCT02010585T	CPCT02080110T	CPCT02070144T	CPCT02070107T	CPCT02380009T	CPCT02260001T	CPCT02070164T	CPCT02140045T	DRUP01070015T	CPCT02020525T	CPCT02070151T	CPCT02070174T	CPCT02020351TII	CPCT02070161T	CPCT02070105T	CPCT02070176T	CPCT02380014T	CPCT02070192T	CPCT02070193T	CPCT02020543T	CPCT02070181T	CPCT02070195T	CPCT02070027T	CPCT02330044T	CPCT02070153T	CPCT02210026T	CPCT02070200T	CPCT02070202T	CPCT02010629T	DRUP01070020T	CPCT02070049T	CPCT02070046T	DRUP01140001T	CPCT02020422T	CPCT02030300T	CPCT02070037T	CPCT02020380TII	CPCT02020409T	CPCT02100041T	CPCT02070055T	CPCT02070064T	CPCT02070074T	CPCT02020419T	CPCT02070068T	CPCT02020449T	CPCT02140038T	CPCT02010389T	CPCT02070080T	CPCT02290006T	CPCT02070069TII	CPCT02070069T	CPCT02070087T	CPCT02010490T	CPCT02080078T	CPCT02140040T	CPCT02070082T	DRUP01070008T	CPCT02070091T	CPCT02070075T	CPCT02070100T	DRUP01140002T	CPCT02020476T	CPCT02070117T	CPCT02140041T	CPCT02070101T	CPCT02070127T	CPCT02020494T	CPCT02020502T	CPCT02020500T	CPCT02040107T	CPCT02020313T	CPCT02070131T	CPCT02070135T	CPCT02140025T	CPCT02070134T	CPCT02020501T	CPCT02070085TII	DRUP01070026T	CPCT02070245T	CPCT02070241T	CPCT02070253T	CPCT02070250T	CPCT02070252T	CPCT02070220T	CPCT02120074T	CPCT02220030T	CPCT02010692T	CPCT02010695T	CPCT02010711T	CPCT02070266T	CPCT02070023TII	WIDE01010628T	CPCT02020938TII	WIDE01010484T	CPCT02070444T	CPCT02070444TII	WIDE01010585T	WIDE01010642T	WIDE01010668T	WIDE01010537T
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	4	0	0	1	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	4	8	0	0	0	0	0	0	0	1	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	12	0	0	0	10	7	0	0	0	0	0	0	1	0	0
2:Ins:R:0	12	10	9	13	5	10	6	4	4	9	10	5	4	97	8	5	8	69	3	393	9	208	17	1	11	6	1	6	4	6	43	10	12	8	5	18	7	8	6	11	8	3	10	10	6	15	9	10	8	48	13	5	221	12	59	3	9	5	14	5	10	8	6	23	8	119	3	11	6	2	18	18	22	10	16	13	13	5	7	5	14	4	15	18	6	8	9	5	5	4	48	5	1	6	12	11	4	7	5	4	4	3	5	6	7	18	5	9	1	13	27	7	16	7	11	14	16	7	7	13	18	14	12	7	9	9	292	9	8	4	13	1	7	6	9	9	15	4	7	6	4	9	3	5	6	5	7	9	9	8	7	5	7	230	4	7	5	4	7	6	11	6	4	7	10	213	11	10	5	4	11	5	239	9	6	4	5	31	12	9	10	16	5	121	2	16	9	12	6	9	8	15	7	4	12	5	5	14	7	28	6	10	8	5	7	5	5	11	10	22	19	10	6	6	11	8	7	12	6	16	2	8	282	14	9	5	10	11	13	7	12	213	9	11	4	12	9	84	14	8	5	8	12	35	9	19	16	13	6	10	4	155	6	9	6	9	8	6	7	4	20	6	9	9	8	3	18	30	10	17	14	8	9	6	8	7	15	43	13	31	9	7	31	6	4	1	9	1	12	7	11	8	11	10	9	7	6	10	11	11	16	3	3	5	9	5	12	2	15	10	12	7	171	9	4	8	8	4	4	8	10	149	9	111	8	8	10	2	9	15	11	16	71	13	14	5	7	10	8	3	6	11	11	5	180	5	4	82	6	5	9	5	18	2	15	6	12	6	6	6	5	6	9	9	10	5	5	5	5	5	3	316	0	5	7	10	20	9	3	10	4	4	4	12	8	14	33	4	4	4	13	8	94	6	5	4	9	6	10	6	344	10	8	7	13	406	21	7	8	8	22	8	11	5	3
2:Ins:R:1	2	6	9	3	1	0	2	4	1	2	4	8	4	15	4	2	1	18	4	92	2	33	2	3	2	1	4	2	4	3	8	5	2	4	1	4	4	2	0	3	0	1	5	1	1	4	4	3	2	7	3	4	41	4	7	2	6	1	14	6	3	1	11	5	0	10	4	1	4	3	7	6	10	4	2	2	5	6	8	4	4	6	0	5	2	2	10	3	4	0	5	2	2	12	3	4	2	6	8	4	3	3	3	1	4	5	2	3	5	5	8	1	2	4	5	2	2	4	2	4	6	8	6	2	2	4	45	2	8	1	7	4	3	1	1	6	5	1	0	1	8	9	2	3	4	4	4	6	3	3	6	1	5	53	2	1	3	4	0	1	5	3	2	3	3	31	4	4	5	2	3	1	44	2	4	2	7	4	3	7	3	7	1	27	2	4	3	9	2	2	4	0	6	7	9	3	3	3	4	4	4	3	5	4	3	1	0	4	1	7	6	1	3	3	3	4	3	3	4	4	3	0	48	4	0	4	1	10	1	10	9	40	3	3	8	7	5	11	2	3	1	3	1	4	8	4	2	2	2	1	1	19	3	5	1	8	2	2	7	5	1	4	3	4	1	2	2	2	1	3	1	7	3	0	4	2	3	22	5	3	4	3	8	2	0	1	8	2	6	5	1	2	4	4	3	0	4	5	1	3	3	1	4	0	3	2	1	4	5	4	2	6	25	7	3	3	4	2	5	3	3	21	3	32	4	3	2	2	4	4	8	6	23	3	6	4	2	3	1	2	2	1	6	0	20	2	3	18	2	2	1	2	2	1	4	3	1	6	3	2	2	1	3	2	2	0	1	3	1	5	7	76	1	3	3	3	6	1	2	10	3	4	2	5	1	4	7	5	2	2	5	4	30	3	5	1	3	5	3	4	57	4	4	5	4	89	1	9	1	2	4	6	6	2	5
2:Ins:R:2	2	5	1	3	1	5	0	0	2	2	0	7	5	12	8	2	2	15	2	66	1	42	3	1	1	2	2	1	1	3	4	3	1	3	1	2	2	2	3	3	3	0	4	1	0	2	1	0	1	0	6	0	32	3	1	0	3	1	4	1	3	2	2	3	2	22	0	3	2	0	4	4	5	1	0	1	0	2	4	1	1	1	1	1	0	1	1	2	2	3	2	0	1	2	2	2	1	0	1	2	2	0	4	0	1	3	0	3	2	3	9	1	1	1	4	3	6	1	3	1	4	0	2	1	3	2	39	1	3	2	3	2	3	0	4	3	1	2	1	0	3	3	1	2	5	1	2	1	0	2	1	0	0	33	0	2	0	1	0	3	1	1	2	3	4	33	1	2	2	1	2	2	38	4	0	1	0	0	0	3	1	2	0	24	0	0	0	4	2	1	4	3	1	3	1	1	5	2	0	1	1	1	2	2	2	2	0	0	3	1	2	2	3	0	6	1	1	4	2	1	0	2	50	3	1	1	1	0	4	2	1	42	3	2	2	4	1	18	0	0	2	2	2	2	5	3	2	2	2	0	1	19	1	3	2	4	1	0	3	3	1	3	2	4	2	0	7	2	2	4	1	7	0	1	0	0	2	10	1	2	0	1	3	2	0	2	2	1	1	2	1	0	4	0	5	5	0	5	1	3	3	2	1	0	1	1	0	1	9	1	3	1	23	5	1	2	4	3	3	4	1	31	3	12	3	2	0	3	2	0	8	7	17	1	1	2	2	2	1	3	2	3	3	4	33	2	0	14	1	2	0	2	7	1	2	1	3	1	1	1	0	2	2	0	0	0	2	1	2	0	1	57	1	1	2	3	6	2	4	3	1	1	1	1	3	2	8	3	1	1	1	3	16	1	0	3	1	1	2	3	66	2	3	3	5	65	4	2	0	1	3	1	1	0	1
2:Ins:R:3	1	2	1	5	1	3	1	2	2	2	0	1	2	15	1	1	0	29	0	131	2	63	2	1	0	1	1	0	1	0	0	3	4	0	0	1	2	0	0	3	1	2	1	1	0	2	2	0	0	2	3	2	85	1	4	1	1	3	1	3	1	3	0	2	1	27	1	1	4	0	0	1	4	3	0	0	1	0	1	0	1	1	2	5	1	2	1	2	1	0	2	0	0	0	1	2	0	1	0	0	2	1	0	0	0	6	4	2	2	0	10	1	6	1	4	2	0	0	0	2	2	3	3	2	1	0	72	0	1	4	1	0	0	1	1	0	2	0	2	0	1	0	0	3	1	1	0	2	1	0	0	1	1	89	0	2	0	0	1	0	3	3	0	1	1	79	1	0	0	0	2	0	66	0	1	3	0	3	4	3	1	2	0	47	1	2	0	4	1	1	2	0	1	1	2	1	1	0	2	1	0	1	1	1	1	0	0	1	1	1	2	2	3	1	2	4	0	0	4	1	1	0	81	1	2	2	1	1	1	0	2	74	3	0	0	4	1	20	2	3	0	2	1	4	2	1	2	0	0	2	1	45	0	0	1	0	1	2	3	1	2	1	1	0	0	1	4	2	0	2	2	0	0	1	1	1	4	4	0	1	0	3	4	0	1	1	0	3	4	1	2	0	2	1	1	1	2	3	0	1	1	0	1	2	0	0	0	1	0	2	0	1	49	2	2	2	1	1	1	0	2	36	0	53	1	1	0	1	2	0	7	1	36	0	0	0	0	0	1	1	1	2	3	3	35	3	0	17	1	0	2	1	5	1	2	1	5	0	1	1	0	1	3	1	0	1	0	4	1	1	1	97	0	0	0	0	3	3	1	4	1	4	0	0	1	0	15	0	2	2	1	0	39	1	2	1	1	1	1	1	117	2	2	2	2	135	3	1	1	0	1	3	0	0	1
2:Ins:R:4	1	2	1	41	2	3	2	5	2	5	2	1	1	53	1	4	4	115	3	523	1	318	0	0	4	0	3	0	2	6	3	2	4	5	1	7	1	2	2	4	2	0	5	4	1	2	3	1	2	0	2	3	272	7	2	1	3	2	4	0	0	3	5	3	1	62	4	3	3	1	2	5	2	2	3	0	1	3	4	1	3	0	3	4	1	1	2	5	2	0	4	0	0	2	1	9	2	1	5	0	2	1	0	0	3	3	1	3	1	5	4	3	2	1	5	2	6	0	6	2	3	2	0	1	3	7	255	2	1	0	5	0	1	0	2	4	3	1	3	3	2	4	3	2	2	0	0	1	1	4	4	5	2	341	2	2	0	2	1	0	2	3	0	3	4	257	0	1	4	3	2	1	236	3	1	3	5	4	2	4	5	2	2	197	4	5	2	4	4	2	3	4	1	2	3	5	0	4	1	0	5	2	1	1	0	3	1	2	2	1	3	1	1	0	4	4	3	2	1	1	1	2	353	4	0	0	3	2	4	0	6	294	7	3	1	4	3	78	4	2	1	3	2	10	4	3	3	2	4	5	1	188	2	3	1	2	4	7	2	4	1	4	1	4	3	0	3	4	1	2	4	1	1	1	0	3	5	3	1	5	3	1	8	1	0	2	11	0	0	1	2	5	5	3	5	4	1	7	2	3	6	0	1	2	0	2	2	0	3	4	2	0	206	6	2	8	3	0	1	1	3	116	3	264	1	0	1	1	1	2	3	3	169	1	3	0	8	4	1	0	0	3	11	0	121	3	3	52	3	1	3	2	2	1	1	2	8	2	2	3	4	2	3	3	0	0	0	1	1	1	1	446	0	0	0	6	11	2	1	3	2	1	1	4	2	2	53	3	0	2	2	3	221	2	0	3	6	0	1	3	623	1	3	1	1	510	9	1	0	0	1	3	3	2	2
2:Ins:R:5	16	14	26	185	10	14	13	37	8	17	7	16	4	256	25	15	11	712	5	2064	17	1836	15	13	25	6	12	10	34	30	16	17	24	19	13	48	11	14	9	10	5	6	21	16	3	8	12	25	4	18	18	19	1317	26	8	9	9	4	23	15	9	23	32	22	2	327	5	14	7	12	9	19	7	21	10	3	17	18	17	16	14	8	13	17	9	11	12	9	7	10	19	4	5	10	30	39	10	9	21	3	9	4	8	6	30	14	5	10	12	17	37	24	17	11	28	4	10	24	24	21	13	19	16	18	18	46	1136	29	3	0	31	6	5	7	8	32	12	4	18	2	18	28	8	7	14	9	5	11	13	29	15	14	19	1853	16	9	2	10	5	6	18	8	8	7	24	1272	14	9	11	16	11	9	1086	9	16	16	16	11	21	11	33	8	12	1051	22	13	16	28	17	5	5	14	11	5	21	15	10	14	8	6	28	11	8	6	5	17	10	12	25	6	19	21	5	2	28	25	9	15	4	4	0	34	1648	17	16	9	16	10	7	11	20	1415	15	12	15	6	9	296	15	11	8	10	13	20	14	11	22	14	14	28	5	858	10	25	5	15	27	15	15	13	8	10	11	14	17	9	29	17	4	14	18	16	15	9	14	8	12	14	6	44	11	10	17	2	6	6	23	2	19	21	20	19	17	19	18	4	10	34	5	28	47	12	8	12	8	10	19	13	20	10	15	6	1023	22	20	15	38	8	10	12	11	401	25	1291	11	7	9	4	14	4	46	25	910	18	14	11	14	11	13	4	3	28	73	10	408	16	6	265	28	5	10	9	21	19	18	6	47	22	25	35	14	12	47	10	14	8	11	2	15	8	10	2003	7	7	7	23	86	18	12	26	9	7	6	25	15	22	318	15	14	6	16	8	1107	8	16	8	23	7	10	11	2356	14	18	25	17	2372	37	13	15	2	7	47	7	9	16
3:Ins:R:0	5	1	5	6	4	6	1	4	5	4	3	4	4	21	2	6	3	15	4	76	4	43	7	3	2	2	1	3	1	5	9	3	4	4	4	6	5	8	1	7	3	1	4	4	1	6	3	6	1	20	3	5	60	11	17	4	3	3	6	3	4	5	3	11	3	24	2	3	2	2	9	4	10	0	3	4	7	4	5	1	11	1	5	14	4	1	7	0	5	5	18	3	3	5	2	3	4	2	0	4	3	2	3	1	3	7	2	5	0	3	8	4	2	3	4	3	10	4	2	7	8	7	1	2	4	5	70	5	4	2	6	0	3	2	3	3	7	0	7	0	5	5	3	6	3	2	0	4	2	3	0	1	3	40	5	1	0	1	0	0	3	3	2	1	3	58	2	2	6	2	1	4	57	3	5	3	3	9	5	4	4	5	1	20	4	5	1	4	3	5	1	3	9	3	3	3	2	3	1	2	1	3	3	5	0	1	0	5	3	11	1	3	3	4	4	10	0	4	2	1	1	4	75	1	4	3	1	3	5	3	7	55	2	6	0	2	3	21	4	1	0	2	4	10	4	9	3	1	2	6	2	30	3	7	1	2	4	0	1	1	5	3	4	8	1	1	8	12	8	4	5	6	2	1	2	3	6	10	5	25	9	3	16	5	1	2	5	1	3	6	1	4	6	6	6	2	1	6	2	4	2	2	3	0	5	6	5	1	9	3	4	2	29	5	1	4	2	1	3	0	2	38	3	27	4	2	1	5	2	1	4	4	9	5	2	1	2	8	8	1	1	4	5	7	41	6	1	17	5	1	2	3	9	2	10	2	9	4	2	4	3	4	5	8	3	3	4	3	2	1	4	61	0	0	1	4	5	4	2	2	2	1	3	5	2	6	15	6	4	1	6	2	13	4	3	2	3	1	3	2	66	2	2	2	3	86	3	11	5	4	10	5	1	3	3
3:Ins:R:1	0	3	1	1	1	0	0	1	2	2	1	3	1	4	2	1	1	3	1	15	1	4	1	3	3	0	0	2	0	3	4	1	2	1	2	1	1	0	1	5	5	2	3	4	1	1	2	1	1	1	6	2	12	2	7	2	1	0	15	0	2	3	6	3	0	6	4	0	0	4	3	9	1	3	0	0	0	1	3	1	2	1	2	4	2	3	6	1	1	2	2	0	0	4	4	4	4	5	5	4	3	0	1	2	3	0	2	2	1	4	6	1	1	1	6	0	1	1	5	4	0	6	0	3	4	2	12	2	6	0	4	1	1	1	0	4	4	1	3	0	5	1	1	1	1	0	2	2	1	1	4	1	6	9	2	3	3	0	0	1	1	1	1	3	4	10	3	3	3	1	0	1	8	2	1	0	2	4	2	1	1	5	3	4	0	7	1	5	2	3	5	1	9	4	2	1	3	3	2	3	1	3	1	0	0	3	3	2	1	1	2	2	5	1	2	3	1	1	5	0	0	6	15	3	1	3	1	5	0	10	1	11	1	1	2	5	4	8	4	1	1	1	0	4	2	0	2	0	3	1	0	5	3	4	2	3	3	0	7	5	1	3	0	1	2	1	4	3	2	6	2	4	2	0	4	3	2	7	4	3	2	3	2	1	1	4	4	0	4	4	0	2	4	1	3	2	1	2	3	2	3	4	2	2	2	3	0	0	8	1	2	2	4	2	3	3	0	1	0	2	2	11	0	4	2	0	1	0	0	1	3	5	3	1	2	2	2	4	1	1	0	1	4	6	13	4	3	3	7	0	0	1	1	0	2	2	2	0	1	0	1	1	3	1	1	1	0	1	4	0	0	17	0	4	4	3	7	1	2	9	0	1	1	2	1	4	1	6	1	1	0	2	3	0	0	1	0	0	0	0	14	2	8	3	1	22	2	6	1	2	4	2	6	3	0
3:Ins:R:2	1	1	0	0	0	0	0	2	0	2	0	2	0	3	0	1	0	4	0	11	1	5	0	0	2	0	1	0	1	1	0	0	1	0	1	2	0	1	0	9	1	1	0	0	0	1	1	0	0	2	1	0	18	0	4	1	0	0	3	0	1	0	0	1	2	4	0	1	0	0	2	2	2	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	2	2	2	1	0	0	11	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	9	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	16	1	0	1	0	0	0	3	1	2	1	0	5	1	1	1	3	1	3	0	1	0	0	0	1	3	0	1	3	1	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	12	0	0	0	0	0	0	1	1	5	0	0	0	3	1	4	1	0	0	0	1	1	2	4	0	0	1	0	0	2	1	1	0	0	2	0	1	0	0	0	2	2	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	2	1	2	1	0	0	1	1	1	0	1	0	2	2	0	0	0	2	0	1	0	0	2	0	0	0	0	0	2	1	1	0	5	1	0	0	0	0	1	1	0	10	0	5	0	0	0	0	3	1	0	1	7	2	0	0	2	1	0	0	0	0	0	0	9	0	1	3	0	0	1	0	3	0	2	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	9	0	0	1	0	2	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	7	1	0	0	0	0	0	0	23	0	1	2	0	15	2	1	1	0	0	0	0	0	1
3:Ins:R:3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	16	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	1	0	9	0	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	1	0	1	2	0	8	0	0	0	1	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	27	0	0	1	0	11	1	0	0	0	0	1	0	0	1
