MutationType	CPCT02060013T	CPCT02100026T	CPCT02070020T	CPCT02030269T	CPCT02010944TIII	CPCT02020867T	CPCT02070272T	CPCT02020648T	CPCT02020362T	CPCT02440020T	CPCT02210077T	CPCT02070445T	CPCT02020894T	CPCT02020896T	CPCT02140101T	CPCT02210040T	DRUP01010020T	CPCT02020902T	CPCT02070443T	CPCT02080295T	CPCT02020916T	CPCT02020915T	CPCT02160036T	CPCT02120184T	CPCT02050315T	CPCT02120182T	CPCT02020940T	CPCT02010712T	CPCT02070294T	CPCT02070299T	CPCT02050437T	CPCT02050436T	CPCT02020952T	CPCT02020642TII	CPCT02020958T	CPCT02020684T	WIDE01010111T	CPCT02020958TII	CPCT02020972T	CPCT02020971T	CPCT02330103T	WIDE01010148T	CPCT02070480T	CPCT02360014T	CPCT02140107T	CPCT02070485T	WIDE01010202T	CPCT02020583TII	CPCT02020703T	CPCT02020973T	CPCT02020940TII	WIDE01010230T	CPCT02320002T	CPCT02050351T	CPCT02020979T	CPCT02080315T	CPCT02120203T	DRUP01050023T	CPCT02020983T	CPCT02140034T	WIDE01010280T	CPCT02020984T	CPCT02070154TII	CPCT02020986T	CPCT02020988T	CPCT02050445T	CPCT02070331T	CPCT02020989T	CPCT02050356T	WIDE01010412T	CPCT02140110T	CPCT02020717T	CPCT02130095T	DRUP01030012T	CPCT02070336T	CPCT02070332T	CPCT02050371T	CPCT02100178T	CPCT02020767T	CPCT02140072T	CPCT02060112T	CPCT02170032T	DRUP01070046T	WIDE01010565T	CPCT02020787T	CPCT02020778T	CPCT02050385T	CPCT02130142T	CPCT02020800T	CPCT02050395T	DRUP01070048T	CPCT02020817T	CPCT02080263T	CPCT02010944T	CPCT02020832T	CPCT02050351TII	CPCT02120168T	CPCT02440016T	CPCT02010935T	CPCT02010963T	CPCT02070401T	CPCT02230056T	CPCT02040169T	CPCT02020859T	CPCT02020633TII	CPCT02020621TII	CPCT02020586T	CPCT02070237T	CPCT02080273T	CPCT02070410T	CPCT02020600T	CPCT02010963TII	CPCT02120056T	CPCT02020840T	CPCT02040164T	CPCT02070244T	CPCT02020619T	CPCT02020633T	CPCT02010663T	CPCT02020614T	CPCT02290020T	CPCT02020632T	CPCT02050103T	CPCT02100072T	CPCT02100076T	CPCT02100077T	CPCT02070154T	CPCT02330034T	CPCT02070156T	CPCT02070162T	CPCT02070172T	CPCT02070188T	CPCT02270003T	CPCT02160026T	CPCT02070149T	CPCT02080119T	CPCT02110041T	CPCT02050216T	CPCT02070194T	CPCT02330046T	CPCT02070204T	CPCT02120020T	CPCT02260007T	CPCT02020583T	CPCT02070041T	CPCT02070043T	CPCT02050086T	CPCT02070044T	CPCT02220005T	CPCT02070057T	CPCT02330015T	CPCT02140037T	CPCT02070096T	CPCT02040064T	CPCT02070094T	CPCT02070102T	CPCT02050124T	CPCT02060073T	CPCT02060082T	CPCT02040105T	CPCT02010665T	CPCT02020629T	CPCT02080164T	CPCT02120080T	CPCT02050289T	CPCT02050297T	WIDE01010621T	WIDE01010461T	CPCT02120204T	CPCT02120206T	WIDE01010518T	CPCT02020991T	WIDE01010609T	CPCT02020993T	WIDE01010723T
A[Ins(T):R(8,)]G	10	5	22	7	8	13	37	5	29	44	18	13	11	8	32	35	758	14	10	44	12	16	8	9	8	6	2	64	7	20	40	16	9	18	6	3	20	9	38	7	14	34	7	13	14	17	22	38	15	17	8	20	4	5	25	15	11	21	14	4	11	6	32	256	17	15	36	20	6	19	13	10	7	47	3	3	21	15	3	24	6	9	6	4	10	15	18	14	8	12	9	8	10	7	14	7	6	15	11	21	6	113	83	1	16	11	18	28	1067	33	29	22	23	19	33	13	23	11	5	41	14	25	22	12	10	5	18	16	16	15	3	20	12	5	4	13	46	15	5	9	23	32	10	51	219	24	6	5	5	25	21	16	23	3	16	6	19	2	32	9	1	11	12	21	6	19	7	14	29	14	31	24	13	17	18
C[Ins(T):R(8,)]A	7	6	14	6	8	8	16	8	32	24	8	13	5	3	17	18	523	4	12	29	3	5	12	3	7	4	3	34	1	19	28	6	12	15	7	1	8	8	31	3	11	17	4	18	7	10	14	23	6	11	9	8	5	7	2	10	6	5	6	3	6	0	17	248	8	9	13	9	5	10	6	4	3	34	5	0	12	8	1	20	7	4	5	3	8	17	14	12	9	9	5	7	5	8	15	9	3	8	10	17	8	65	60	2	4	12	5	17	624	21	9	14	12	8	22	12	11	3	8	9	8	15	11	3	6	5	11	7	10	8	4	7	3	0	4	11	22	13	2	9	11	18	8	29	142	15	11	6	7	19	21	5	11	2	7	6	13	2	12	5	1	10	5	15	4	5	3	7	16	12	10	18	4	7	13
C[Ins(T):R(8,)]C	6	5	13	4	8	10	25	5	20	32	16	17	7	9	24	9	479	4	9	29	0	8	5	6	1	12	3	42	6	16	26	11	12	14	7	3	10	6	14	12	13	35	3	18	5	10	10	26	7	10	8	9	4	5	13	10	9	5	18	2	6	0	16	175	10	10	14	10	4	5	8	2	3	27	2	0	6	10	4	19	7	5	7	4	3	7	11	12	7	18	4	6	4	8	10	5	3	12	5	12	7	105	63	4	5	13	6	17	671	25	8	12	14	5	26	9	9	4	4	16	7	19	9	7	9	1	11	7	10	10	1	8	8	2	9	11	25	11	7	3	15	21	8	31	143	15	4	6	6	16	14	8	6	3	8	6	18	0	15	8	4	11	13	9	2	5	4	8	21	15	14	18	4	11	18
C[Ins(T):R(8,)]G	2	17	15	7	6	6	23	7	28	45	15	9	3	2	26	21	639	8	9	33	4	14	10	7	5	6	2	55	8	15	30	10	16	17	5	0	14	7	34	3	13	22	3	13	4	14	16	36	6	9	7	8	5	3	11	10	3	12	6	4	6	7	26	258	8	10	20	5	2	10	10	2	6	38	4	2	8	18	6	26	7	8	4	5	7	14	11	8	5	14	11	12	12	5	15	8	6	16	14	10	3	71	84	3	14	7	6	16	1007	25	14	9	16	3	34	10	6	11	8	19	11	22	14	9	6	8	17	10	15	8	3	17	15	4	5	9	17	9	6	6	15	23	7	43	196	22	7	4	3	26	12	6	13	1	11	6	16	0	24	10	1	11	11	3	4	12	3	11	23	10	22	22	7	7	8
G[Ins(T):R(8,)]A	6	6	10	6	3	2	24	5	18	14	9	7	6	5	14	10	523	10	8	26	2	6	9	5	5	4	1	40	5	16	24	10	16	11	2	0	9	3	18	4	9	15	3	12	11	10	6	30	8	10	4	10	7	5	11	11	5	9	6	1	9	6	15	195	11	10	17	9	6	8	5	4	6	26	6	2	9	8	3	16	14	5	6	3	5	9	15	12	7	8	6	12	8	3	8	7	4	6	11	12	5	60	63	2	2	6	7	9	797	17	9	13	12	6	21	5	14	4	3	18	13	17	9	8	0	2	7	4	13	12	3	9	12	8	2	9	18	9	2	4	10	17	3	39	112	24	7	6	7	20	20	8	13	3	12	2	11	0	8	5	1	5	5	9	4	9	7	9	14	9	13	17	7	9	11
G[Ins(T):R(8,)]C	3	9	13	6	7	8	36	7	23	40	11	10	5	3	16	13	540	7	4	19	3	5	6	5	7	7	1	29	3	14	23	5	9	13	1	2	14	1	26	3	10	19	5	17	2	7	15	33	4	10	3	9	2	3	8	8	9	11	10	1	12	7	14	197	5	11	14	11	3	6	7	9	1	43	2	2	14	11	5	16	9	8	8	3	9	14	17	2	7	14	6	8	9	7	11	5	7	6	11	6	2	73	83	0	5	12	2	15	806	13	11	7	11	8	16	9	10	4	4	20	10	20	17	9	9	9	8	18	9	8	3	12	5	8	4	15	23	12	6	5	12	18	4	42	137	13	7	3	5	20	12	8	11	2	11	3	21	1	22	5	2	17	6	1	8	12	8	8	15	10	17	12	3	7	8
G[Ins(T):R(8,)]G	2	7	14	1	8	6	20	10	24	34	11	10	7	4	31	10	728	7	5	33	3	12	9	9	6	7	2	52	2	14	24	7	11	11	8	0	9	9	30	1	14	25	4	18	5	16	21	40	9	7	3	10	6	7	7	14	9	18	10	2	5	6	21	288	9	13	12	6	7	7	8	4	3	31	5	6	6	25	6	17	12	5	5	3	6	14	17	9	2	13	8	6	12	8	15	12	2	7	18	12	10	53	69	2	12	5	9	16	1112	25	10	9	14	6	28	8	9	9	3	15	5	18	7	9	4	2	14	12	4	10	4	18	7	3	6	13	22	5	4	8	6	23	7	47	175	15	8	6	4	21	14	8	14	5	7	5	18	1	34	4	2	12	6	13	6	16	6	11	14	11	17	25	8	10	11
Del(2,4):R1	63	6	21	5	17	21	37	19	18	13	13	10	11	8	31	8	370	24	18	15	22	7	5	57	14	9	23	26	11	14	18	34	25	60	9	8	24	9	21	4	19	12	10	46	35	25	12	25	22	20	25	11	26	11	9	23	25	3	7	17	7	15	47	320	10	6	11	13	8	15	6	68	9	25	227	12	9	23	7	23	5	3	10	77	43	29	36	11	10	18	9	13	8	18	8	14	8	13	18	17	14	63	92	8	26	18	20	29	465	51	21	19	10	16	37	37	21	12	34	16	5	29	16	17	37	5	43	87	18	9	23	27	14	34	23	20	25	6	11	14	64	23	6	27	44	43	9	12	8	29	31	16	9	16	7	16	15	7	28	9	24	20	50	6	10	6	17	13	8	8	35	20	32	9	24
Del(5,):R1	195	23	44	17	14	49	231	32	30	27	13	10	14	8	36	10	40	124	10	24	18	10	28	82	11	19	18	31	24	41	19	37	9	386	15	38	33	16	23	11	38	26	15	209	219	42	16	29	61	17	16	2	36	29	20	115	145	40	13	53	7	18	399	43	24	6	8	12	40	22	4	118	16	35	761	142	21	30	19	32	11	7	20	197	22	21	45	27	24	42	51	13	35	19	41	22	16	39	25	37	24	324	178	36	47	63	30	37	59	112	19	25	29	15	171	69	59	14	70	27	25	55	10	11	63	19	144	59	25	17	46	38	10	52	30	36	32	22	21	48	195	50	20	32	12	78	12	21	12	36	46	24	26	13	31	16	27	14	20	14	93	39	158	13	101	16	20	14	18	14	85	18	81	9	37
Del(2,8):U(1,2):R(2,4)	66	10	32	13	23	18	39	32	23	24	28	17	22	15	59	24	535	35	23	31	30	19	18	28	11	14	19	36	19	50	16	75	21	42	40	4	33	43	30	9	31	37	15	28	24	32	31	43	35	37	21	6	29	18	14	36	29	28	9	24	15	21	38	684	28	15	17	17	12	34	9	52	14	62	131	8	29	26	6	40	24	11	9	39	124	23	45	32	8	37	27	11	9	21	25	22	14	21	19	36	9	151	135	7	25	42	33	52	724	51	39	40	22	19	45	49	18	19	15	45	14	56	19	12	49	13	38	266	23	14	19	39	22	28	34	44	56	8	7	24	48	47	9	59	79	43	15	6	22	42	21	27	28	23	52	21	30	7	45	30	19	15	28	8	14	26	33	27	24	9	44	30	46	7	32
Del(2,):U(1,2):R(5,)	14	4	12	2	6	11	18	13	10	7	10	8	8	7	15	8	1631	14	6	17	21	6	9	8	4	4	4	14	11	18	10	26	6	18	29	2	11	36	28	4	6	25	8	21	8	19	7	15	11	17	7	5	3	4	6	12	7	7	3	9	10	5	14	2877	16	7	6	5	2	8	5	19	2	21	24	7	8	24	7	14	5	6	8	16	20	12	27	17	9	10	9	6	2	8	12	7	5	13	6	17	6	62	124	5	7	16	22	17	2551	9	25	12	7	8	31	12	8	7	14	17	8	17	8	5	19	3	10	55	10	4	10	10	12	10	18	16	28	12	8	10	23	11	5	15	153	9	4	5	7	21	10	8	13	2	14	9	6	1	14	8	11	7	12	5	12	9	15	15	10	4	10	19	12	4	24
Del(3,):U(3,):R2	44	6	19	15	14	16	49	15	15	19	12	18	7	9	28	13	281	36	22	14	31	15	13	17	8	12	19	24	20	19	20	10	16	37	2	9	30	4	20	12	24	29	16	44	15	35	24	27	24	9	23	5	31	15	20	15	13	10	12	9	10	19	19	180	27	7	17	12	13	23	10	15	1	36	54	9	8	29	7	21	17	6	11	24	17	21	44	18	18	28	12	10	8	14	11	16	4	19	14	19	12	122	50	4	27	11	18	44	394	38	23	15	11	8	36	38	21	23	16	28	8	46	14	12	12	15	15	55	32	11	17	26	10	20	45	41	51	11	7	19	30	29	4	30	23	23	7	6	16	39	18	10	7	21	14	14	23	3	51	9	21	17	36	13	13	7	14	13	15	6	26	23	20	6	36
Del(3,):U(3,):R(3,)	22	4	9	6	13	8	19	9	7	12	12	5	6	4	12	11	332	18	15	16	6	5	6	3	4	7	5	14	12	11	17	10	13	14	6	2	10	6	13	4	7	15	8	11	3	24	9	7	10	7	6	3	16	3	6	14	11	3	6	6	10	14	8	389	12	4	6	7	16	8	3	11	6	12	11	2	0	11	6	10	4	3	1	5	6	3	16	9	8	12	7	5	4	13	10	6	6	7	4	14	6	95	16	1	7	4	12	30	505	15	13	13	3	4	17	6	10	5	8	14	6	22	4	8	6	4	7	14	14	7	4	15	5	7	17	21	38	6	0	7	15	20	2	10	24	11	4	1	8	19	6	0	9	4	8	5	11	0	31	10	9	4	10	9	2	4	5	3	10	7	9	12	10	5	20
Ins(2,4):R0	19	9	19	12	14	39	45	24	37	23	18	25	21	5	33	22	472	39	27	32	11	21	10	16	25	15	9	44	16	29	25	43	24	80	24	7	23	24	36	8	18	24	6	51	17	25	14	30	21	16	11	7	20	6	11	33	48	12	9	6	9	20	23	345	12	13	15	14	21	24	9	12	17	18	19	8	21	35	13	28	16	14	11	19	13	17	57	30	14	31	16	11	7	13	13	15	16	19	22	23	6	53	49	8	21	14	24	20	643	49	32	58	16	11	24	13	21	12	14	35	19	29	11	11	20	4	18	25	16	12	7	27	12	22	24	17	50	15	15	13	20	34	4	32	225	20	13	8	12	30	26	14	24	7	24	13	13	7	43	21	15	18	46	15	21	10	13	11	13	17	32	41	16	11	44
Ins(5,):R0	41	31	40	31	18	43	83	30	55	27	20	19	11	16	37	17	423	37	19	26	21	18	53	10	39	20	14	81	59	68	30	40	20	88	22	52	23	23	56	10	41	31	21	176	38	28	28	58	115	24	24	18	50	32	13	39	26	81	26	65	13	22	540	390	27	14	21	29	75	24	11	67	29	67	49	62	42	59	46	44	28	25	25	19	29	27	80	62	53	51	88	20	65	36	56	28	20	105	38	40	41	112	64	53	51	65	46	32	572	81	52	38	52	6	71	23	79	29	49	27	45	85	17	12	31	16	57	23	27	33	19	32	22	21	21	26	44	40	42	60	73	65	37	66	180	16	22	26	20	26	37	25	25	24	32	18	28	22	47	25	72	38	119	14	59	36	28	24	22	20	32	53	19	7	42
Ins(2,4):R1	9	7	13	8	7	7	27	12	15	16	8	5	12	10	21	13	56	26	7	14	8	10	4	10	12	9	8	26	10	6	13	12	8	35	8	6	13	8	22	5	38	14	4	11	37	17	14	15	8	8	12	10	8	7	6	16	20	7	11	14	8	10	11	47	12	6	3	6	5	8	1	9	7	19	24	11	15	12	3	10	6	1	10	8	8	12	33	7	5	19	9	4	9	10	12	9	11	6	9	19	11	28	12	2	24	10	10	8	74	14	19	27	4	9	11	10	18	9	10	9	4	11	3	7	16	6	5	12	5	4	5	7	8	8	9	9	22	6	9	7	24	16	2	19	29	6	5	6	4	67	8	10	10	9	17	2	8	3	11	8	6	5	10	4	8	9	16	9	6	7	20	8	9	6	15
Ins(5,):R1	8	8	12	5	6	8	53	9	5	11	11	6	12	2	9	9	26	46	5	7	10	4	13	12	5	6	7	21	17	11	6	20	7	68	7	4	27	6	9	5	12	8	6	43	85	12	9	15	13	7	12	5	7	11	7	25	35	7	7	8	3	9	9	17	12	4	7	11	4	6	3	3	5	14	12	37	8	8	2	6	8	4	2	5	6	11	33	6	5	26	14	9	8	6	20	10	9	8	6	15	5	58	10	2	7	6	10	6	26	23	13	13	9	6	11	10	13	7	10	9	3	7	7	2	15	11	8	9	10	5	1	13	3	11	10	13	33	7	1	7	46	16	5	20	3	10	4	5	7	47	11	2	11	4	9	2	9	6	18	8	14	7	14	5	14	7	9	11	4	6	6	9	4	6	12
Ins(2,):R(2,4)	16	8	24	6	6	13	29	11	6	23	3	11	11	7	24	12	403	19	12	20	7	4	4	5	5	12	13	29	9	8	20	15	15	20	14	6	22	14	21	2	22	20	7	12	37	18	11	22	9	7	12	6	8	4	6	11	12	5	10	12	9	6	26	236	11	4	11	6	6	16	9	14	7	24	16	4	16	18	2	13	7	2	10	20	3	12	22	9	9	15	6	5	8	11	15	10	9	15	14	9	4	30	38	6	13	6	14	19	522	21	9	12	12	4	19	17	15	6	11	14	8	17	9	7	7	8	16	6	9	8	5	8	5	6	9	14	18	6	8	10	24	18	3	31	128	11	9	1	6	43	18	12	7	2	19	7	6	1	20	8	7	8	13	11	6	4	16	4	13	8	12	27	11	7	14
Ins(2,):R(5,)	11	8	40	6	11	17	63	16	32	58	38	30	18	7	46	30	2086	20	25	73	12	13	13	21	7	12	4	65	17	23	69	15	26	61	10	0	35	12	48	10	30	39	6	18	35	45	36	68	25	26	8	16	22	8	17	29	14	13	9	4	21	11	32	791	23	14	27	14	9	12	17	18	14	111	10	4	15	32	9	35	13	13	10	17	19	23	34	22	13	21	8	16	12	10	27	15	4	16	23	15	11	44	143	10	19	18	22	30	3013	51	26	14	19	18	46	9	21	14	14	34	13	24	24	11	9	9	20	14	16	11	4	29	12	7	7	25	67	23	6	11	34	45	3	90	317	31	11	6	11	43	42	15	26	12	23	12	46	3	55	14	16	18	13	14	14	10	9	13	42	17	30	48	10	13	30
Del(2,5):M1	94	7	36	14	14	19	47	16	15	15	10	10	10	11	32	8	310	25	12	12	21	12	13	39	13	13	20	21	18	20	15	30	28	59	14	9	24	11	19	9	16	29	12	44	44	30	16	12	18	16	29	5	32	14	9	28	30	7	11	23	8	15	62	279	23	6	10	9	6	18	5	58	7	42	238	17	15	18	8	27	12	10	11	78	73	28	34	12	16	28	14	13	10	16	10	20	14	11	15	23	16	57	92	14	18	14	18	27	446	66	21	20	14	6	42	51	23	10	32	25	13	30	15	9	31	11	48	211	14	7	18	27	10	31	19	31	32	11	8	21	69	26	9	19	74	53	8	3	6	29	27	11	12	12	22	19	28	3	29	8	37	17	32	12	14	8	15	10	17	7	54	27	37	9	22
Del(3,5):M2	52	5	12	5	10	19	29	9	9	8	11	9	13	8	18	5	169	23	12	13	12	5	6	22	6	7	10	17	15	6	11	12	11	63	8	2	20	5	16	9	27	21	5	59	17	23	16	15	17	12	13	5	15	8	8	19	18	7	11	11	8	12	28	130	22	6	6	9	9	9	10	33	3	24	130	7	14	19	8	10	12	3	4	41	12	11	17	9	13	21	11	10	4	11	16	17	9	19	19	13	7	54	42	5	17	10	6	32	331	50	20	14	4	6	30	32	17	10	16	7	11	33	15	7	13	7	26	36	17	8	20	24	6	11	22	25	37	6	6	16	30	11	4	13	17	31	5	4	10	25	13	4	10	8	14	16	18	7	29	5	32	6	54	9	14	4	7	8	8	11	40	16	20	6	20
Del(4,5):M(3,4)	23	1	11	3	5	6	15	8	5	13	3	3	3	4	11	6	96	10	12	7	18	4	5	2	5	5	1	9	17	8	5	5	6	22	5	6	7	6	11	3	7	7	7	46	5	21	6	11	6	4	2	2	10	2	7	7	9	3	3	7	6	3	16	57	13	1	2	4	6	9	4	7	2	17	33	3	7	8	2	7	3	1	5	7	7	7	14	12	6	12	5	3	3	6	8	6	1	4	4	7	7	23	25	5	5	4	10	21	118	30	7	5	3	4	17	15	9	3	13	10	3	17	1	5	8	6	12	33	12	6	6	12	4	5	18	11	18	3	6	6	23	8	1	9	8	9	3	1	5	12	6	2	2	3	14	8	10	2	12	5	23	6	16	4	4	2	6	2	7	4	17	10	13	2	14
Del(6,):M1	165	11	25	15	13	61	171	25	23	29	10	8	14	11	30	4	91	97	8	12	19	9	13	61	8	15	18	15	12	15	15	41	21	285	7	19	37	8	27	6	21	26	15	181	198	27	12	28	43	10	18	8	33	7	16	86	106	10	9	30	11	20	189	124	21	8	4	10	9	28	7	96	9	32	669	103	18	26	13	26	7	7	16	212	15	28	33	23	16	34	23	4	8	14	16	15	17	17	32	20	9	242	194	14	26	22	17	34	143	117	30	15	20	15	125	45	34	13	58	17	16	27	16	8	61	17	136	47	20	13	38	48	14	47	34	30	34	12	15	32	173	25	13	30	51	69	6	11	8	27	32	9	19	12	24	19	18	7	18	18	101	31	131	4	55	2	17	11	15	6	72	15	54	6	33
Del(6,):M2	94	23	31	7	13	106	122	15	8	21	9	11	8	4	25	5	19	59	16	15	16	3	11	43	9	8	12	14	12	14	23	28	9	249	11	8	39	12	33	8	15	19	20	368	116	25	15	14	27	9	14	4	22	13	9	56	67	10	7	16	10	14	101	21	20	10	8	13	12	30	5	58	13	19	431	53	19	29	5	20	8	3	14	127	16	14	29	12	10	47	11	0	3	15	15	15	11	23	21	17	6	131	119	6	18	10	18	20	31	129	15	20	9	10	79	20	63	10	58	22	9	22	13	7	32	12	73	38	18	12	36	21	3	31	79	17	29	3	11	16	100	20	5	17	1	47	10	7	11	25	39	15	20	7	26	9	21	5	15	7	236	37	259	7	36	6	20	15	10	7	52	19	42	9	40
Del(6,):M3	42	8	22	3	5	62	60	10	6	8	6	1	4	4	13	1	25	42	7	8	6	2	6	10	3	8	2	12	3	7	14	15	9	162	4	2	47	4	21	5	11	11	13	282	43	18	8	9	10	6	3	1	11	4	16	32	33	3	3	6	7	3	56	10	11	4	4	2	10	12	3	32	11	9	201	28	4	15	3	6	3	2	3	61	9	11	19	7	7	30	9	1	5	6	10	9	3	13	7	9	7	69	65	8	21	7	16	8	32	91	10	6	4	10	28	13	32	14	27	11	4	10	2	9	19	2	48	21	9	7	12	21	2	11	45	15	20	2	3	12	44	13	3	16	7	18	1	4	3	7	21	7	10	1	8	8	14	1	5	8	161	28	188	9	23	4	10	5	7	3	31	7	30	4	20
Del(6,):M(4,)	37	1	38	13	12	71	99	19	7	18	16	7	8	4	13	1	42	42	19	14	8	6	11	22	3	9	5	8	4	13	22	12	16	191	8	5	44	6	21	4	12	11	10	308	72	21	10	11	12	10	8	7	15	6	17	35	50	12	6	10	6	13	31	55	15	7	4	9	12	21	7	33	12	10	131	35	11	27	6	11	5	2	8	46	13	19	25	8	6	39	8	6	5	8	14	10	8	10	10	10	13	106	36	9	24	10	16	14	66	95	13	10	4	4	39	17	53	12	33	18	3	17	14	4	15	6	22	23	18	7	27	22	7	7	66	24	27	5	7	15	39	16	4	17	12	23	6	6	7	23	26	9	15	2	11	5	14	1	24	12	169	49	196	6	22	14	16	4	12	6	28	19	14	6	31
Complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
