	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP8831	SP99013	SP107784	SP94741	SP90629	SP94933	SP2155	SP85818	SP1305	SP56553	SP62616	SP107371	SP29559	SP84384	SP57189	SP48189	SP102973	SP69077	SP112907	SP27825	SP55235	SP80615	SP125778	SP80217	SP21017	SP111114	SP54113	SP25494	SP103894	SP82103	SP56704	SP53618	SP116715	SP124369	SP102045	SP79427	SP111031	SP18787	SP31126	SP93540	SP90125	SP94348	SP79998	SP111175	SP107012	SP112290	SP93227	SP77956	SP21400	SP116520	SP112985	SP49229	SP114980	SP96118	SP110847	SP99325	SP114916	SP99329	SP99197	SP59368	SP101740	SP69898	SP17172	SP81137	SP17905	SP89909	SP31030	SP111119	SP102143	SP33688	SP110851	SP102897	SP123846	SP86775	SP114968	SP57629	SP16886	SP19295	SP63546	SP116819	SP102035	SP114973	SP125746	SP125732	SP114917	SP114937	SP114944	SP112777	SP124384	SP114903	SP975	SP105018	SP135287	SP90209	SP59803	SP94332	SP92659	SP112947	SP116545	SP23502	SP25350	SP49114	SP116365	SP123975	SP98953	SP5052	SP23775	SP59448	SP116676	SP111170	SP116589	SP101670	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP1365	SP57735	SP102957	SP3631	SP18310	SP112817	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	DRUP01020002T	CPCT02030351T	CPCT02020476T	DRUP01010142T	WIDE01010075T	CPCT02130170T	WIDE01010028T	CPCT02080273T	CPCT02220047T	CPCT02100092T	CPCT02140107T	CPCT02050436T	CPCT02080045T	CPCT02070436T	CPCT02010408T	CPCT02060033T	CPCT02010523T	CPCT02020436T	DRUP01010022T	CPCT02040329T	CPCT02050104T	CPCT02010772T	CPCT02070465T	CPCT02030430T	CPCT02030516T	CPCT02030421T	CPCT02220023T	CPCT02010579T	CPCT02340022T	CPCT02160003T	CPCT02030447T	CPCT02060013T	CPCT02020561T	DRUP01230001T	CPCT02130140T	DRUP01340003T	CPCT02050349T	WIDE01010372T	CPCT02080157T	CPCT02440020T	CPCT02360007T	CPCT02060224T	CPCT02020413TII	CPCT02220069T	CPCT02050385T	CPCT02050211T	WIDE01010208T	WIDE01010040T	CPCT02340010T	CPCT02010867T	CPCT02310017T	CPCT02120032T	CPCT02340030T	CPCT02030532T	CPCT02150052T	DRUP01070080T	CPCT02100141T	CPCT02130144T	CPCT02130131T	CPCT02220045T	CPCT02160058T	CPCT02210016T	CPCT02040280TII	CPCT02130146T	WIDE01010134T	CPCT02010635T	WIDE01010556T	CPCT02370010T	CPCT02380029T	CPCT02380026T	CPCT02070024T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	CPCT02010786T	CPCT02011068T	CPCT02120021T	CPCT02180025T	CPCT02080110T	CPCT02180009T	CPCT02090032T	CPCT02160021T	DRUP01030018T	CPCT02160034T	CPCT02450007T	DRUP01010078T	CPCT02340110T	CPCT02070043T	CPCT02180033T	CPCT02060264T	CPCT02070192T	CPCT02060265T	CPCT02070058T	CPCT02060140T	CPCT02040114T	WIDE01010026T	CPCT02100044T	CPCT02060225T	DRUP01070015T	CPCT02040299T	CPCT02080078T	CPCT02030451T	CPCT02050390T	CPCT02190055T	CPCT02011010T	CPCT02070244T	CPCT02070353T	CPCT02060291T	CPCT02020789T	CPCT02070131T	CPCT02070450T	CPCT02070145T	DRUP01040016T	CPCT02110059T	WIDE01010539T	CPCT02010486T	WIDE01010016T	CPCT02080120T	CPCT02310006T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02040113T	CPCT02240008T	CPCT02060246T	CPCT02010715T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02080294T	DRUP01070038T	WIDE01010565T	WIDE01010404T	DRUP01070009T	CPCT02050192T	CPCT02010505T	CPCT02050089T	WIDE01010228T	DRUP01010106T	CPCT02020599T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02370012T
A[Del(C):R4]G	12	0	0	0	14	0	0	0	5	0	1	0	0	0	1	8	3	0	0	0	0	0	0	4	0	0	4	0	0	1	15	0	0	0	0	0	0	11	0	5	0	0	1	6	1	0	0	31	6	0	0	1	1	0	4	1	0	0	26	0	7	0	0	1	4	8	0	1	0	0	1	0	2	29	0	15	0	0	9	0	25	0	0	1	0	0	0	2	0	34	1	0	0	1	1	0	1	1	0	7	0	0	0	0	0	3	0	0	2	1	0	0	0	0	1	0	9	1	0	0	0	0	6	0	0	3	7	11	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	24	0	26	0	0	0	0	4	0	0	31	0	22	0	0	0	29	0	2	0	0	0	0	0	0	1	0	11	0	19	1	0	1	0	0	7	0	0	0	0	0	0	1	0	2	0	0	0	2	0	9	3	0	1	9	0	0	0	3	0	1	0	0	0	1	8	5	1	0	0	0	0	0	13	0	0	1	0	2	0	12	8	0	3	1	9	0	13	0	1	2	1	31	0	1	0	21	1	1	1	1	3	40	0	1	0	0	0	37	10	1	0	0	0	0	26	1	3	0	3	12	0	0	1	3	0	26	0	1	0	1	1	1	0	53	0	0	19	0	1	2	0	6	0	0	0	0	1	0	1	17	0	0	0	0	1	1	1	0	0	0	5	1	1	43	0	0	0	1	0	0	1	2	6	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	1	0	1	0	4	1	1	3
A[Del(C):R4]T	17	1	0	3	25	1	0	0	6	1	1	0	0	1	0	17	6	0	2	0	0	0	0	10	1	0	6	0	1	1	22	0	1	0	1	0	0	29	2	16	2	0	3	6	0	1	0	59	12	0	3	2	2	0	11	6	0	0	42	1	9	4	0	0	11	4	1	1	2	0	4	0	3	35	1	27	0	2	24	4	50	0	2	0	0	1	1	4	1	74	1	2	4	1	1	1	13	0	10	8	0	2	1	0	3	12	0	0	0	1	4	0	2	0	1	1	19	3	0	3	3	0	9	1	1	3	21	26	0	0	0	0	0	2	2	2	0	0	0	0	0	0	1	0	2	1	2	3	72	1	47	2	0	1	2	6	4	0	61	2	40	0	1	1	44	6	2	0	2	0	0	0	0	0	0	25	2	21	3	1	0	1	3	10	5	1	1	0	0	6	1	0	5	0	0	1	0	3	17	16	1	0	21	0	0	1	4	2	1	1	2	0	1	18	6	4	0	0	3	0	0	17	2	2	2	1	1	0	17	28	1	8	5	7	2	14	0	5	0	0	37	0	1	1	34	1	1	5	3	5	78	2	2	0	0	1	61	15	5	1	0	0	3	32	1	7	5	1	21	0	2	0	5	2	30	0	1	1	1	2	1	0	69	1	3	22	0	2	4	1	19	3	0	0	0	1	1	0	31	3	0	1	4	3	2	3	0	0	1	12	0	2	67	2	1	1	2	0	0	1	4	15	10	0	3	0	1	1	4	0	5	1	0	0	0	0	1	1	10	1	1	0	13	1	4	2
A[Del(C):R5]A	84	0	0	5	92	1	0	1	3	0	1	0	0	0	1	30	7	0	1	1	3	0	5	29	2	0	7	0	0	6	75	0	1	0	1	2	0	99	0	61	2	0	1	15	0	0	0	248	27	1	1	2	0	2	20	14	3	0	201	0	21	2	0	0	14	17	3	0	1	0	3	1	1	179	0	112	0	1	48	4	169	0	1	2	0	0	0	30	1	266	0	0	1	1	1	1	34	0	22	37	1	5	0	1	1	31	0	0	3	4	4	2	0	0	0	0	89	7	0	0	0	1	48	1	1	0	86	134	0	0	3	0	0	1	1	5	0	2	3	0	3	3	4	1	0	0	2	5	233	0	239	6	1	2	1	17	1	1	248	0	202	0	0	0	134	4	4	0	0	2	1	0	3	0	1	64	1	50	0	3	0	0	3	18	2	1	1	1	3	10	1	1	4	0	0	2	2	5	97	59	0	1	118	0	0	1	6	0	0	0	1	1	0	78	8	5	0	1	7	2	0	46	1	1	2	2	1	0	59	105	0	13	2	37	0	83	0	1	3	2	152	0	0	0	61	1	8	2	12	8	254	0	2	0	6	2	285	48	7	1	0	4	3	129	2	25	5	1	40	0	3	0	5	0	141	0	1	3	0	1	0	1	356	2	0	37	2	3	13	0	63	4	0	0	4	1	3	2	108	7	1	1	1	2	3	2	0	0	0	20	3	1	278	2	4	0	0	0	2	19	4	75	14	1	0	0	1	2	3	2	23	2	1	2	0	0	5	0	18	1	4	0	24	0	1	6
A[Del(C):R5]G	15	0	0	0	15	0	1	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	1	2	0	0	0	0	0	2	21	0	0	0	0	0	0	25	0	12	0	0	2	2	1	0	0	74	5	0	1	0	0	0	3	1	0	0	38	1	2	1	1	0	1	1	0	1	0	0	0	0	0	52	1	25	0	0	12	1	33	0	1	0	0	0	0	4	1	69	0	0	1	0	0	0	14	0	1	17	0	3	0	0	0	7	0	0	0	1	0	0	0	0	0	0	23	4	0	0	0	0	17	0	1	1	23	24	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	63	0	58	0	0	0	0	0	1	0	65	0	59	0	0	0	42	2	0	1	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	1	0	23	12	1	1	24	0	0	2	1	0	1	0	0	0	0	24	2	0	0	0	4	0	0	8	1	1	0	0	0	1	14	27	0	3	0	12	0	24	0	0	0	0	36	1	0	0	6	0	2	0	3	0	71	0	0	0	0	0	74	8	0	1	0	0	0	39	0	3	0	0	5	0	0	0	1	0	41	0	0	0	0	0	1	0	91	0	0	11	0	0	7	0	20	1	0	0	0	0	0	1	24	1	0	0	1	0	0	1	0	0	0	9	0	0	85	0	1	0	0	0	1	6	1	19	4	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1
A[Del(C):R5]T	77	1	0	0	83	0	1	1	2	1	0	0	0	0	1	13	1	0	0	1	1	1	7	9	0	0	3	0	0	3	88	0	0	1	1	1	1	116	1	45	2	0	2	4	0	0	2	353	9	0	0	0	0	1	11	7	0	0	198	1	16	2	0	0	9	2	3	2	0	0	1	1	0	206	0	129	0	1	58	2	142	0	0	0	0	1	1	22	1	266	0	0	1	1	1	0	44	0	3	33	0	4	1	0	1	32	0	0	1	2	0	2	0	0	0	1	94	14	0	0	0	0	36	0	0	3	85	126	0	0	2	0	0	2	1	3	0	2	1	1	1	1	1	2	0	0	1	1	222	2	271	1	0	3	0	3	2	0	290	1	234	0	0	1	190	2	0	0	2	1	0	0	1	0	0	17	1	72	0	0	0	0	2	6	2	1	1	0	1	2	1	0	3	0	0	0	2	0	82	55	2	0	99	0	0	3	4	1	1	0	1	0	0	105	8	4	0	0	12	0	2	18	0	2	0	1	0	1	50	90	1	7	2	38	3	72	0	0	0	0	154	1	0	1	25	0	2	1	6	0	300	5	3	0	0	2	276	17	8	2	1	0	2	142	0	20	3	0	19	0	1	1	5	0	132	1	0	1	1	0	0	1	340	2	0	32	1	1	16	1	63	1	1	0	1	0	0	0	98	4	0	0	1	0	0	1	0	0	0	28	1	3	277	0	1	0	3	0	0	11	2	71	11	2	2	0	1	1	2	1	17	1	1	0	0	0	5	4	8	0	3	0	7	0	1	1
A[Del(C):R6]A	154	1	0	5	184	0	0	1	0	0	0	0	0	0	1	13	1	0	0	0	1	1	12	10	0	0	3	0	2	3	174	0	1	1	1	0	0	211	0	116	1	0	1	12	0	1	1	483	16	1	2	0	1	1	11	12	0	0	380	1	6	0	0	1	6	6	4	0	1	0	5	1	1	391	1	209	0	3	105	1	270	0	6	0	0	0	2	51	1	447	3	0	0	0	0	0	112	1	13	72	1	2	0	1	3	41	1	0	1	3	3	3	1	0	0	3	157	27	1	0	0	0	80	2	1	0	143	240	1	0	0	0	0	5	1	0	0	0	1	1	1	5	0	1	0	0	0	1	407	1	491	2	2	1	0	9	1	0	572	0	386	1	0	0	304	3	1	0	0	1	0	1	4	1	3	16	0	137	0	2	0	1	8	8	1	0	3	0	0	15	4	0	5	0	0	2	3	2	160	77	0	0	186	0	0	0	5	1	0	0	0	0	1	153	4	1	0	2	21	0	0	11	2	5	1	0	0	2	98	157	0	5	1	64	1	116	0	0	0	0	292	0	0	1	22	4	9	0	14	5	506	3	1	0	3	2	581	26	22	0	0	2	0	294	0	53	1	1	10	1	1	1	1	0	281	0	0	0	0	1	0	0	736	2	0	21	0	1	43	0	91	4	0	0	1	1	4	0	213	4	1	0	2	0	2	0	1	1	0	41	1	2	540	0	3	0	0	0	0	45	1	151	5	0	1	0	2	1	1	1	50	0	0	1	1	0	4	1	8	1	1	0	7	0	0	2
A[Del(C):R6]G	50	1	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	42	0	0	0	0	0	0	51	0	17	0	0	0	4	0	0	0	126	2	1	0	0	0	0	5	1	0	0	80	1	2	0	1	0	3	3	0	0	0	0	0	0	1	86	0	42	0	0	25	0	45	0	0	0	0	0	0	7	0	109	0	0	1	0	0	0	13	0	2	11	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	39	5	0	1	1	0	18	0	0	0	39	41	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	91	0	114	1	0	0	1	0	1	0	131	0	110	0	0	0	78	0	0	0	0	0	0	0	1	0	1	5	0	36	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	35	16	0	0	51	0	0	1	1	0	0	0	0	0	2	42	2	0	0	0	1	1	0	2	0	1	0	0	0	0	19	43	0	1	0	27	0	25	0	0	0	0	54	0	0	0	6	0	2	0	2	0	120	1	1	1	0	1	142	4	6	0	0	0	0	76	0	13	0	0	2	0	0	0	2	0	68	0	0	0	0	0	1	0	189	1	0	6	1	1	10	0	22	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	14	0	0	137	0	0	0	0	0	0	13	0	30	2	0	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
A[Del(C):R6]T	73	1	0	1	75	0	0	0	0	0	0	0	0	1	0	4	1	0	1	0	0	0	5	5	2	0	0	0	2	2	108	0	0	0	0	0	1	87	0	36	0	0	1	4	1	0	0	281	9	1	0	0	0	0	7	7	0	0	156	2	6	2	0	0	3	2	3	0	0	0	3	0	0	212	0	120	0	4	47	1	129	0	1	0	0	0	0	23	0	253	2	0	0	0	0	0	50	0	3	30	0	2	0	0	0	20	0	0	1	0	1	0	0	0	0	0	69	10	2	0	0	0	32	2	1	0	95	126	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	1	0	0	0	1	164	0	200	1	1	0	0	1	1	0	269	0	190	0	0	0	151	1	2	0	0	1	0	0	0	0	0	5	1	99	0	0	0	0	3	4	0	0	0	0	0	6	3	0	3	1	0	0	0	1	64	37	0	0	86	0	0	0	3	0	0	0	0	1	0	69	5	2	1	2	11	1	1	5	2	0	1	0	0	2	47	75	0	1	0	37	0	57	0	0	1	1	125	1	0	1	7	5	5	0	7	1	213	5	1	0	0	0	237	7	6	0	0	2	0	177	0	22	0	0	8	1	0	0	1	0	117	0	0	0	1	0	1	1	373	2	0	12	0	1	26	0	59	3	1	0	1	1	1	0	93	1	0	0	0	1	0	0	0	0	0	29	2	1	247	0	1	0	1	1	0	20	1	85	4	1	0	0	0	0	0	0	33	0	1	0	0	0	2	1	4	1	1	0	4	0	0	0
A[Del(C):R7]A	141	1	0	0	169	1	0	0	0	1	1	0	0	2	0	6	0	0	1	0	0	1	10	4	0	0	0	0	0	8	163	0	1	0	0	1	2	197	0	71	0	0	0	2	0	0	0	455	7	0	0	0	0	1	0	7	0	0	321	3	0	3	1	2	6	0	0	0	0	0	3	1	0	440	0	238	0	1	105	1	225	1	1	0	0	0	1	44	0	458	0	0	0	0	0	2	111	0	7	54	1	2	0	0	1	60	0	0	0	3	1	0	0	0	0	0	232	13	1	0	0	0	119	0	0	0	166	360	0	0	1	0	0	2	0	0	1	5	0	1	1	1	1	2	0	1	0	0	427	0	495	2	0	1	0	1	0	1	602	1	464	0	0	0	328	0	0	0	0	2	0	0	0	0	1	4	0	161	0	0	0	2	6	4	0	0	0	0	0	14	5	1	10	0	0	0	0	3	209	73	0	1	374	0	0	0	3	0	1	1	0	1	0	225	2	0	0	0	35	0	0	5	0	5	1	0	0	1	146	173	0	0	0	80	0	175	0	0	4	0	339	2	0	0	6	3	10	0	13	0	504	5	0	0	0	2	656	4	29	0	0	0	0	301	2	113	2	0	6	0	0	0	3	0	317	0	1	0	0	2	0	0	763	3	0	8	0	0	58	0	142	1	0	0	1	0	0	0	252	0	0	0	0	0	3	0	1	1	0	77	0	0	605	0	2	0	0	0	0	59	1	194	0	0	0	0	0	1	0	0	65	1	1	1	0	0	2	2	0	0	4	0	0	0	0	1
A[Del(C):R7]G	44	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	39	0	0	0	0	0	0	55	0	11	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	56	0	0	19	0	32	0	2	0	0	0	0	10	0	104	0	0	0	0	0	0	16	0	0	18	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	52	5	0	0	0	0	17	0	0	0	39	58	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	104	1	118	1	0	0	0	0	0	0	105	0	100	0	0	0	98	1	0	0	0	0	0	0	0	1	0	1	0	31	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	21	0	0	55	0	0	0	0	0	0	0	0	0	0	48	0	1	0	0	7	0	0	2	0	0	1	1	0	0	30	36	0	0	0	21	0	34	0	0	0	0	79	0	0	0	0	0	1	0	2	0	122	0	0	0	0	0	141	0	6	0	0	0	0	72	0	17	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	197	0	0	1	0	0	15	0	30	1	0	0	0	0	1	0	47	0	0	0	0	0	1	0	0	0	0	13	0	0	135	0	1	0	0	0	0	11	0	40	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A[Del(C):R7]T	28	0	0	1	26	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	2	37	0	1	0	0	1	0	23	0	21	0	0	0	1	2	0	0	100	0	0	1	0	0	0	0	3	0	0	67	1	0	0	0	0	1	1	1	0	0	0	0	0	0	74	0	42	0	0	16	0	72	0	1	0	0	0	0	4	0	76	0	0	0	0	0	1	16	0	2	11	1	0	0	0	0	9	0	0	1	0	1	0	0	0	0	0	29	3	0	1	1	0	20	0	0	0	24	80	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	74	0	80	1	0	0	0	1	0	0	111	0	87	0	0	0	54	0	0	0	0	0	0	0	0	0	0	1	0	41	0	0	0	2	2	1	0	0	0	0	0	5	1	0	2	0	0	0	0	0	32	19	0	0	41	0	1	2	1	0	0	0	0	0	0	27	1	0	0	0	3	0	0	1	0	1	0	0	0	1	13	32	0	0	0	15	0	22	0	0	0	0	44	1	0	1	1	0	3	0	7	1	108	0	0	0	0	0	103	3	4	0	0	3	0	54	0	8	0	0	2	0	1	0	1	0	47	0	0	0	0	0	0	1	140	2	0	0	0	0	4	0	28	1	0	0	0	1	0	0	30	0	1	0	0	0	0	0	0	0	0	10	0	0	79	2	2	0	1	0	0	15	1	30	0	0	0	0	1	0	0	0	13	0	0	0	0	0	2	0	1	0	1	0	2	0	0	0
A[Del(C):R8]A	73	0	0	0	60	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	4	76	0	1	0	0	0	2	104	0	61	0	0	0	2	0	0	0	128	2	0	0	0	0	0	1	1	0	0	135	4	0	0	3	0	0	0	2	0	0	0	2	0	1	173	0	114	0	0	29	0	103	1	3	0	0	0	0	15	1	162	1	0	0	0	0	0	55	0	5	27	2	1	0	1	0	20	0	0	0	2	1	2	0	1	0	0	106	6	1	0	0	0	62	0	1	1	56	150	0	0	3	1	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	184	1	146	1	0	0	0	0	0	0	186	1	271	0	0	0	153	0	0	0	0	1	0	1	1	3	0	3	2	91	0	2	0	1	5	3	0	0	1	0	0	8	7	0	8	2	1	0	1	1	150	48	1	1	284	0	1	0	1	0	1	1	0	0	1	141	2	3	0	0	43	0	1	1	1	3	0	0	1	3	136	128	0	0	0	79	0	121	0	0	1	0	213	2	0	0	3	1	5	0	17	3	294	1	1	1	0	0	346	2	26	1	0	3	0	165	1	79	1	0	1	1	0	0	1	0	226	1	0	1	1	0	0	1	363	5	0	3	0	0	43	1	87	2	0	1	0	3	1	2	156	0	0	0	0	0	1	1	2	0	0	45	1	0	392	1	1	0	1	0	1	55	1	147	0	0	1	0	2	1	0	0	59	0	0	0	0	0	3	3	0	1	1	0	0	0	0	3
A[Del(C):R8]G	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	4	0	0	2	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	2	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	14	0	0	0	0	0	0	0	20	0	29	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	8	0	0	20	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	0	1	1	0	1	0	0	0	0	8	14	0	0	0	5	0	12	0	0	0	0	27	0	0	0	0	0	1	0	3	0	31	1	0	0	0	0	41	0	2	0	0	1	0	22	0	8	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	49	0	0	0	0	0	3	0	13	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	3	0	1	34	0	0	0	0	1	0	8	0	14	0	0	0	0	1	0	0	0	8	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
A[Del(C):R8]T	15	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	15	0	0	0	0	0	1	19	0	13	0	0	0	0	0	1	0	35	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	1	0	0	0	1	0	0	0	1	0	33	0	13	0	0	3	0	21	0	0	0	0	0	0	3	0	21	0	0	0	0	0	0	13	0	1	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	6	0	0	0	14	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	34	0	34	1	0	0	0	0	0	0	37	0	56	0	0	1	37	0	0	1	0	0	1	0	0	2	0	0	0	30	0	0	0	0	4	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	20	12	0	0	34	0	0	0	2	0	1	0	0	0	0	24	0	1	0	0	11	0	0	0	1	0	0	0	0	0	23	22	1	0	0	17	0	16	0	0	1	0	48	0	0	0	0	0	3	0	3	1	74	0	2	0	0	0	86	1	9	0	0	0	0	48	0	11	0	0	0	1	0	2	0	0	46	0	0	0	0	0	0	0	100	1	0	1	0	0	9	0	23	0	0	0	0	0	0	0	27	1	2	0	0	0	0	0	0	0	0	7	0	1	78	1	0	0	0	0	0	9	0	25	0	0	0	0	1	1	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
